# Gene expression in TPM for each run in  study ERP000948
	ERR048962	ERR048970	ERR048972	ERR048961	ERR048967	ERR048969	ERR048974	ERR048964	ERR048963	ERR048971	ERR048973	ERR048965
WBGene00231633	0	0	0.73	0.88	0.87	0.89	0.46	18.85	0	0.92	0	1.6
WBGene00231639	36.98	36.86	45.79	73.21	31.72	30.82	41.02	95.87	27.79	28.65	26.68	52.8
WBGene00231641	145.28	185.73	208.83	86.19	86.29	84.93	49.35	223.79	33.1	33.54	31.98	94.22
WBGene00231644	0	0	0	11.39	0	0.14	0	10.71	0	0	0	0
WBGene00231650	10.61	10.32	11.96	2.35	19.31	18.09	10.31	48.94	7.8	7.61	7.85	36.37
WBGene00231658	22.38	22.08	21.97	16.12	31.78	31.4	18.66	152.96	6.44	5.21	5.27	11.28
WBGene00231663	150.78	164.95	182.9	304.88	128.15	124.89	137.67	10.12	90.9	85.23	99.02	186.99
WBGene00231666	22.19	23.02	28.19	19.55	31.48	29.21	27.6	220.07	11.02	13.82	13.31	19.89
WBGene00231675	15.29	19.24	19.67	37.97	29.51	22.53	17.26	5.34	10.48	7.86	10.66	21.55
WBGene00231681	163.92	167.29	186.1	61.53	199.34	206.35	134.51	49.55	64.96	64.99	58.82	193.04
WBGene00231685	22.57	20.65	23.2	12.67	22.18	21.48	22.01	97.03	10.72	10.7	11.37	17.68
WBGene00231693	0.46	0	2.85	60.52	7.85	5.24	68.53	146.66	4.26	3.35	4.48	2.9
WBGene00231700	14.06	14.28	13.46	5.14	21.07	21.09	21.17	20.76	44.62	50.69	52.5	15.03
WBGene00231707	24.43	33.97	43.39	39.04	33.52	33.49	21.16	360.04	20.57	21.33	24.22	15.89
WBGene00231709	12.72	14.07	21.85	32.79	37.39	30.22	19.21	302.92	6.34	7.06	8.15	16.17
WBGene00231728	2.4	2.98	3.34	6.62	11.47	11.58	2.07	61.02	0.2	0.55	0.57	4.52
WBGene00231729	10.14	13.58	9.44	29.87	12.69	14.72	0.88	363.36	0.36	0.5	0.6	0.43
WBGene00231732	32.81	35.65	36.9	84.49	31.82	30.52	110.62	71.47	89.76	91.9	94.94	28.25
WBGene00231736	44.86	49.36	48.59	79.64	81.11	75.63	63.91	154.47	50.38	47.94	45.28	55.6
WBGene00231737	1	0	0.36	2.03	1.72	1.32	3.04	24.26	1.33	0.92	1.09	0.79
WBGene00231747	46.82	51.16	53.84	96.16	68.03	63.6	35.64	2.42	42.79	43.37	38.2	57.62
WBGene00231755	1.84	1.95	1.95	3.65	12.16	11.22	12.28	248.49	1.57	0.96	1.43	8.31
WBGene00231756	1.57	1.29	3.5	23.91	2.69	6.44	0.12	38.89	0	0	0	0.83
WBGene00231761	21.42	22.7	27.06	6.66	43.67	42.47	49.45	94.15	21.27	23.88	24.88	2.47
WBGene00231772	0	0	0	132.57	3.61	1.73	0.48	80.52	0	0.51	0.46	1.11
WBGene00231787	2.96	3.87	4.72	11.54	8.74	7.1	6.11	101.71	1.75	2.4	2.33	6.51
WBGene00231788	6.16	7.63	9.14	1.07	1.06	2.17	9.18	4.59	2.46	2.25	2.01	2.92
WBGene00231790	0.6	0	0.87	52.25	1.04	0.53	0.97	0	0	0	0	0.96
WBGene00231792	3.02	3.37	5.21	14.2	11.93	9.32	39.03	78.85	21.3	23.76	20.07	5.26
WBGene00231793	1.24	2.05	1.45	1.68	2.84	1.7	2.72	124.53	2.39	4.04	2.4	0.22
WBGene00231802	1	1.49	1.44	20.49	1.03	0.18	14.41	0	2.67	1.1	3.71	0.32
WBGene00231804	0.55	0.69	0.8	0.96	6.65	4.88	9.53	53.67	5.89	12.15	7.23	2.63
WBGene00231806	32.07	38.58	42.93	5.27	87.11	81.99	3.7	11.05	0	0	0.4	0
WBGene00231807	3.91	4.85	5	14.76	5.59	4.02	15.11	0	1.73	5.96	3.55	29.94
WBGene00231810	21.13	22.08	25.08	6.97	36.95	27.75	0.38	243.92	0.28	0.76	0.68	0.33
WBGene00231811	52.82	57.67	67.99	41.78	35.41	31.92	16.8	144.78	2.42	2.96	2.86	7.69
WBGene00231817	19.29	22.37	22.37	30.55	47.93	39.01	61.52	149.27	52.6	56.49	52.73	7.04
WBGene00231818	436.02	404.74	390.13	206.08	45.86	50.12	79.58	159.38	421.37	426.41	405.12	105.37
WBGene00231819	0.49	0.81	0.7	0.28	4.47	4.59	3.55	155.32	1.95	0.3	0.89	0.52
WBGene00231820	0	0	0	2.82	2.68	2.6	2.51	59.53	0.46	0	0	0.27
WBGene00231825	0.52	0.51	0.89	1.2	2.13	1.28	14.44	85.8	4	4.36	3.5	0.49
WBGene00231827	4.58	6.2	8.57	11.36	9.29	7.53	27.08	69.86	4.43	6.09	5.67	4.61
WBGene00231828	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00231834	5.19	4.66	4.28	31.77	19.96	13.09	40.1	140.06	10.47	9.49	11.88	4.81
WBGene00231836	6.46	7.01	7.42	12.35	21.54	17.48	8.29	32.84	3.03	4.83	3.92	0.46
WBGene00231838	2.67	5.2	4.38	41.58	37.94	19.16	171.76	827.07	82.65	105.95	111.63	0.6
WBGene00231855	1.55	2.61	2.29	0.16	5.31	4.96	2.26	121.59	0.19	0	0.46	5.12
WBGene00231862	2.17	2.77	2.45	22.13	2.03	1.79	153.28	30.34	47.76	45.73	50.66	1.66
WBGene00231869	0.34	0.57	0.44	0.67	10.25	7.09	2.21	193.52	0.15	0.21	0	1.82
WBGene00231870	1.78	0.31	0.49	1.91	5.66	1.34	27.68	100.17	15.17	13.44	15.18	0
WBGene00231872	26.33	31.53	41.44	1.87	34.12	31.96	0.94	45.78	0.78	0	0	7.41
WBGene00231873	3.34	3.59	4.16	18.48	12.23	8.05	53.91	262.37	17.78	17.1	18.43	9.17
WBGene00231875	13.9	14.93	17.52	29.02	31	29.4	150.24	221	215.01	283.69	229.39	0.73
WBGene00231878	2.46	4.07	3.85	0.29	1.41	1.3	1.81	18.35	0.44	0.9	0.36	2.86
WBGene00231879	7.61	8.73	12.4	15.85	21.26	18.12	145.31	142.75	20.97	31.15	28.97	20.06
WBGene00231883	4.81	2.71	5.02	10.64	3.75	3.85	7.41	22.79	2.9	1.6	2.85	0.69
WBGene00231885	3.02	4.2	6.5	20.77	9.05	12.29	10.98	137.68	9.52	8.96	14.36	8.95
WBGene00231886	2.63	3.69	3.02	8.84	6.61	4.01	41.86	47	17.94	18.89	18.87	4.16
WBGene00231888	14.61	14.98	16.77	31.9	28.2	27.4	57.18	53.58	113.13	110.31	120.58	9.93
WBGene00231889	2.32	0.96	0.92	8.95	7.94	9.18	2.3	284.66	7.69	7.76	2.94	1.22
WBGene00231898	61.19	87.58	75.23	16.21	38.9	37.65	36.41	514.92	55.4	68.44	67.14	51.74
WBGene00231899	7.75	8.5	9.66	21.06	14.59	17.34	69.93	170.31	39.67	36.2	48.77	21.5
WBGene00231901	11.91	18.9	24.35	43.15	23.66	26.15	41	119.14	14.86	13.75	15.92	16.37
WBGene00231903	0	0.74	0	40.35	6.17	4.76	1.1	317.34	0	0	0	0.95
WBGene00231904	0.21	0.26	0.1	2.47	2.55	2.44	17.52	23.79	2.26	2.72	3.47	3.7
WBGene00231909	0	0.34	0.13	32.91	0.47	1.21	0.06	45.16	0	0	0	0
WBGene00231913	2.26	1.93	2.34	6.5	7.7	4.23	39.23	152.74	19.67	18.98	20.86	1.24
WBGene00231917	0.68	0.42	0.32	3.73	1.74	1.49	28.56	10.09	1.35	0	1.84	3.21
WBGene00231920	5.12	7.13	5.21	2.23	6.58	6.76	1.61	0	0	0	0.7	1.01
WBGene00231921	12.71	13.54	14.3	16.68	30.22	22.21	49.14	172.83	9.49	11.82	14.07	7.41
WBGene00231924	6.81	8.07	11.33	0.52	15.23	15.13	1.7	116.91	1.18	4.87	0.64	0.47
WBGene00231925	6.87	5.79	9.07	2.23	10.37	9.68	6.24	6.14	2.19	1	0.9	7.82
WBGene00231926	10.39	10.83	10.91	0.65	13.97	12.38	0.65	43.99	0.2	0	0.08	2.72
WBGene00231932	2.99	4.47	4.05	10.25	20.91	18.09	27.9	98.28	11.25	15.69	14.89	3.94
WBGene00231934	27.13	24.34	33.28	24.05	14.44	15.39	25.17	104.57	17.41	20.52	14.25	3.45
WBGene00231935	1.53	3.78	0.91	11.5	11.12	9.41	8.57	378.01	2.03	3.49	4.56	1.21
WBGene00231937	59.83	61.02	74.51	48.5	206.37	223.7	0.38	0	0.44	1.21	0.72	0
WBGene00231941	1.35	1.11	1.29	4.68	13.85	16.61	59.47	16.72	27.44	35.26	24.9	2.84
WBGene00231946	25.5	34.1	40.87	3.6	30.31	23.06	20.97	6.03	1.43	0.74	1.76	0.43
WBGene00231947	2.29	2.7	3.42	8.67	9.48	6.93	29.78	31.19	11.8	12.34	12.33	1.5
WBGene00231955	1.51	5.61	3.13	7.88	8.63	5.77	54.83	26.26	6.69	6.44	4.93	1.59
WBGene00231956	3.48	4.31	4.4	1.15	37.51	31.32	12.14	262.99	3.63	2.73	1.89	0.39
WBGene00231957	56.34	56.02	57.03	39.06	27.28	20.52	14.79	73.64	5.44	4.57	4.82	6.11
WBGene00231958	0	0	0	7.64	0.48	0.49	1.16	12.52	0	0	0	0
WBGene00231971	6.63	6.97	10.86	32.27	24.12	23.54	30.12	53.89	14.42	11.38	16.61	10.17
WBGene00231974	3.43	2.24	3.8	11.3	1.55	0.95	77.23	21.51	17.03	15.83	19.04	2
WBGene00231978	0	0	0	66.53	4	4.45	0.09	142	0	0.71	0	1.23
WBGene00231979	2.17	2.28	2.96	2.33	12.91	9.73	27.15	183.18	10	10.08	11.64	7.14
WBGene00231980	28.55	26.76	27.68	7.09	26.02	24.13	63.77	45.53	87.25	66.8	72.55	64.67
WBGene00232032	0	0	0	2.26	0	0	0.89	0	0	0	0	3.08
WBGene00232040	1.41	0.25	1.25	10.27	10.01	8.68	15.17	193.36	2.94	1.84	1.53	10.5
WBGene00232070	0.17	0.21	0.08	0.1	12.54	6.15	1.6	248.43	0	0	0.19	5.11
WBGene00232108	1.27	0.79	0.61	28.72	0.54	0	45.94	30.76	13.51	17.99	19.34	0
WBGene00232140	18.45	11.43	12.51	1.34	3.96	4.74	4.41	5.73	3.07	7.02	7.53	3.65
WBGene00232196	73.49	72.92	80.19	35.69	61.52	67.05	59.03	4.14	29.69	33.87	28.74	78.89
WBGene00232204	16.04	17.62	14.19	72.14	88.76	89.34	85.35	0	53.11	53.65	56.96	35.91
WBGene00232207	58.71	67.13	77.1	35.37	43.11	48.11	18.52	3.07	11.23	10.92	10.09	37.49
WBGene00232208	29.57	40.45	38.76	35.47	42.09	44.53	38.66	71.65	35.75	34.12	36.55	26.8
WBGene00232213	9.6	9.83	9.45	61.33	19.31	17.08	33.64	0	11.53	12.14	14.46	7.59
WBGene00232222	26.34	28.52	31.77	77.85	48.15	53.81	31.03	198.29	14.86	14.59	17.66	20
WBGene00232223	20.24	21.24	21.95	31.99	50.91	47.62	43.58	8.28	21.47	23.28	23.1	21.47
WBGene00232229	42.67	40.39	45.52	49.9	67.17	64.72	50.37	69.99	39.52	39.08	41.67	56.85
WBGene00232242	36.12	34.22	35.44	69.48	95.45	90.7	79.73	392.87	34.67	39	41.12	44.8
WBGene00232244	1.4	2.17	1	0.71	3.3	2.31	7.54	37.82	1.63	0.96	1.33	1.66
WBGene00232256	27.79	33.35	33.08	24.68	43.49	49.28	23.3	32.35	21.47	20.31	20.03	21.98
WBGene00232260	44.1	43.48	56.03	148.04	71.37	72.51	125.04	4.63	68.53	70.94	73.99	19.16
WBGene00232261	268.02	275.68	271.84	70.9	193.93	207.52	134.63	48.47	98.69	109.78	113.03	349.93
WBGene00232265	61.92	71.32	76.99	130.71	221.3	215.7	176.43	26.51	81.68	85.39	95.17	112.82
WBGene00232271	16.83	14.08	17.89	59.2	15.37	14.45	13.88	17.92	15.69	14.78	17.6	4.5
WBGene00232279	40.85	40.04	49.08	32.44	45.13	41.36	25.8	91.27	24.37	31.48	30.69	31.63
WBGene00232281	18.68	16.47	20.62	54.99	26.41	27.13	31.5	31.97	11.19	14.91	12.17	18.5
WBGene00232284	6.22	8.99	8.43	2.4	16	14.61	4.75	7.72	0	0	0	0
WBGene00232295	100.08	115.04	129.12	73.19	127.52	130.97	49.75	7.1	31.31	33.71	38.55	46.57
WBGene00232296	0	0	0	0	0	2.36	0	139.8	0	0	0	0
WBGene00232297	24.46	24.32	33.57	24.91	46.09	46.22	35.08	13.19	14.76	17.05	20.66	22.4
WBGene00232303	56.23	50.14	60.64	55.09	71.68	72.98	80.98	39.64	62.13	65.62	58.49	106.41
WBGene00232315	9.47	9.28	14.04	27.16	18.35	14.47	2.94	37.01	0.81	1.4	0.66	8.22
WBGene00232321	329.05	370.42	401.21	71.84	154.56	152.34	49.07	10.94	43.92	45.95	43.33	216.63
WBGene00232323	3.65	4.07	5.63	3.73	11.66	11.53	5.86	145.94	1.65	1.87	1.91	12.49
WBGene00232327	25.45	29.73	33.22	21.07	57.31	58.3	30.73	39.27	16.55	16.6	20.25	41.16
WBGene00232330	38.93	46.38	50.64	25.18	34.25	29.03	43.61	5.58	20.9	23.72	21.72	30.41
WBGene00232345	20.61	25.84	26.92	0.98	20.38	18.16	3.72	12.65	1.93	3.54	2.37	2.3
WBGene00232349	31.57	33.43	29.94	1.2	17.03	15.15	1.5	24.3	0.79	2.17	0.65	44.56
WBGene00232354	46.17	46.48	50.78	39.99	74.03	67.66	67.39	121.11	37.19	37.67	41.84	54.32
WBGene00232359	2.63	2.44	2.83	61.39	2.82	1.45	5.43	63.69	1.75	1.8	2.15	0.52
WBGene00232369	322.54	367.08	401.61	404.76	468.96	457.18	345.46	715.77	276.63	280.14	285.45	1777.5
WBGene00232370	2.32	2.02	1	223.62	4.39	3.69	1.12	57.15	0.93	0.85	1.26	6.25
WBGene00232384	20.52	17.06	22.22	66.23	31.49	37.11	97.55	170.99	27.99	33.55	41.41	15.38
WBGene00232395	0	0	0	0	2.62	1.34	0	0	0	0	0	0
WBGene00232399	0.29	1.07	0.28	18.95	6.45	5.6	3.98	38.78	2.31	1.06	1.26	0.46
WBGene00232400	47.43	47.87	53.52	22.22	58.99	62.91	24.41	183.42	12.14	17.87	16.49	30.18
WBGene00232401	216.89	250.28	291.72	282.22	175.12	174.41	876.38	158.98	1018.85	1029.78	1007.49	180.57
WBGene00232414	20.83	22.12	25.88	49.51	32.81	31.62	27	59.56	17.18	17.25	15.82	25.83
WBGene00232426	27.71	34.98	29.53	2.73	33.18	34.78	14.63	27.27	11.12	8.6	10.81	36.4
WBGene00232427	0.25	0.31	0.24	19.97	1.08	1.22	5.99	7.52	5.7	5.99	6.73	0.4
WBGene00232433	9.18	10.25	11.08	5.17	10.64	6.27	4.65	128.14	2.23	2.6	2.53	4.71
WBGene00232445	1.06	1.84	1.72	0.12	0.36	0.37	4.81	0	5.92	9.68	7.38	0.34
WBGene00232446	48.35	41.94	47.62	26.42	71.15	53.37	22.17	830.62	9.81	10.23	9.69	12.89
WBGene00232449	1.76	1.4	1.95	4.97	3.7	3.11	37.5	92.69	4.3	5.37	4.58	0.31
WBGene00232452	228.42	246.7	257.46	57.3	234.56	235.84	93.41	15.89	62.78	61.94	69	209.8
WBGene00232454	22.6	15.63	19.75	27.43	49.58	51.87	48.03	35.25	19.92	18.73	23.45	19.13
WBGene00232466	12.93	6.41	15.68	19.5	25.14	22.04	10.87	0	4.59	9.46	4.69	17.74
WBGene00232469	24.61	24.88	25.13	36.46	12.9	10.23	21.68	83.26	7.28	6.01	6.83	2.54
WBGene00232472	22.74	21.2	21.87	87.24	34.55	31.97	71.67	133.97	22.75	21.77	19.56	27.42
WBGene00232474	50.58	55.49	59.49	40.81	75.46	76.08	43.14	87.03	27.72	26.06	32.12	53.4
WBGene00232475	31.67	33.45	29.44	49.68	20.48	21.5	10.36	46.43	4.83	7.12	6.78	4.93
WBGene00232477	24.75	29.28	34	14.73	30.09	25.69	26.37	98.49	15.87	17.13	18.39	26.74
WBGene00232486	37.5	38.34	35.57	17.69	48.43	47.17	33.56	260.91	18.92	18.99	26.3	36.46
WBGene00232489	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00232496	20.11	19.83	24.81	48.71	45.28	43.69	47.62	62.17	32.19	30.37	35.42	18.83
WBGene00232497	105.89	111.04	115.74	53.96	96.33	88.8	36.86	65.89	43.55	42.41	47.44	133.38
WBGene00232501	0	1.64	0	0	0	0	0	0	0	0	0	0
WBGene00232504	4.16	5.97	4.19	34.4	4.88	3.66	4.12	3.26	2.62	3.6	4.53	1.04
WBGene00232511	7.66	9.49	9.57	17.93	20.66	19.39	31.06	203.3	11.76	13.04	12.7	11.17
WBGene00232514	30.73	34.36	35.39	52.99	45.28	43.37	39.78	135.3	20.15	22.53	24.56	19.11
WBGene00232519	12.69	11.66	14.21	10.47	33	35.44	10.77	74.8	3.24	3.95	2.81	27.02
WBGene00232523	30.73	31.88	34.35	10.09	36.84	34.21	14.16	159.62	13.16	13.08	15.83	23.02
WBGene00232524	30.03	26.33	36.07	52.75	47.14	47.44	185.22	196.35	90.4	112.36	109.12	20.62
WBGene00232525	155.19	174.09	182	5.82	317.83	339.21	13.31	45.41	0	0	0	0
WBGene00232526	3.81	0.95	3.29	2.21	6.54	6.05	20.81	11.37	2.03	2.79	6.64	1.21
WBGene00232531	119.27	113.32	137.28	29.38	78.81	80.06	24.97	86.41	13.33	14.18	18.21	41.66
WBGene00232537	2.79	3.45	2.22	16.7	5.97	3.07	1.6	43.26	0.62	0.85	0.25	1.47
WBGene00232548	100.73	111.51	116.91	31.69	79.87	80.47	48.8	326.33	22.78	28.88	24.81	91.62
WBGene00232553	11.49	14.82	16.94	10.52	24.54	23.03	69.49	155.2	43.41	39.41	46.49	7.02
WBGene00232560	53.98	42.22	38.11	11.77	9.85	12.82	4.39	22.83	12.22	18.19	15.83	12.12
WBGene00232561	82.2	88.42	87.33	106.96	79.08	80.8	84.75	72.95	53.85	55.99	59.19	77.45
WBGene00232565	240.66	254.1	215.17	126.39	192.58	196.3	68.12	23.57	123.39	124.63	116.89	220.34
WBGene00232569	2.03	1.44	2.36	108.02	2.98	2.81	4.38	138.15	0	0.53	0.95	1.83
WBGene00232575	9.15	7	8.72	10.2	6.96	5.33	6.83	33.21	2.12	2.76	3.03	5.54
WBGene00232576	9.09	10.13	8.84	23.19	22.86	18.69	35.15	6.77	10.07	8.3	9.56	6.71
WBGene00232577	3.91	4.84	6.12	0.41	15.85	15.35	0.57	31.78	0.47	1.95	0.39	0.56
WBGene00232581	2.29	3.17	5.02	2.26	3.92	3.91	20.45	12.03	3.22	2.7	3.07	0
WBGene00232585	57.17	61.66	67.47	87.55	63.46	44.18	184.66	297.79	50.42	59.17	62	47.42
WBGene00232587	46.4	46.32	49.59	4.6	95.04	96.7	1.79	119.13	0.64	1.32	0.52	4.37
WBGene00232589	40.89	37.19	40.74	48.45	28	29.69	44.07	30.08	18.67	19.24	20.24	13.05
WBGene00232590	17.81	25.49	26.3	42.91	47.39	50.32	18.94	402.65	17.55	17.39	19.04	28.66
WBGene00232592	78.72	67.66	78.06	283.16	79.67	65.61	107.24	10.57	117.38	104.98	91.82	92.01
WBGene00232593	33.57	36.2	39.79	37.06	39.99	37.5	54.65	240.74	33.8	34.65	34.84	24.45
WBGene00232597	40.09	54.9	61.22	53.53	66.04	55.08	87.44	709.48	78.19	80.97	79.77	34.64
WBGene00232598	47.24	56.3	56.79	4.92	45.76	54.98	14.08	9.32	8.68	11.17	10.58	49.91
WBGene00232604	26.19	22.06	24.06	368.15	294.66	270.45	534.66	0	210.29	260.35	219.96	61.32
WBGene00232606	16.5	19.66	19.59	33.03	31.57	39.43	45.08	34.29	58.22	60.31	53.17	25.36
WBGene00232610	0.32	0.39	0.15	18.5	8.71	5.73	17.97	277.85	0.42	0.58	0.86	8.54
WBGene00232618	1.7	1.75	2.94	92.37	4.53	4.24	5.08	82.26	1.51	1.03	1.75	2.39
WBGene00232622	39.11	36.94	45.21	15.88	51.88	53.68	18.47	58.94	20.57	21.76	20.52	2.89
WBGene00232623	3.1	3.1	3.85	2.63	7.36	6.46	15.41	91.98	7.53	11.22	10.7	1.89
WBGene00232628	0.68	0	0	10.31	0	0	1.1	25.48	0	0	0	0
WBGene00232630	0.14	0.35	0.07	243.02	3.36	2.22	0.19	113.61	0	0	0.15	3.32
WBGene00232634	3.22	0	3.47	19.17	0	1.42	0	0	0	0	0	0
WBGene00232640	0.57	1.41	3.27	2.64	3.91	6.53	9.67	0	2.27	0	0.62	13.53
WBGene00232642	0	0	0	23.67	0	0	0.14	0	0	0	0	0
WBGene00232644	0	0	0	0.32	0	0.49	1.03	4.17	0	0	0	0
WBGene00232647	43.11	50.2	51.18	150	26.39	28.52	199.54	84.57	178.01	189.99	195.65	37.96
WBGene00232650	6.61	6.24	8.59	2.92	36.72	24.69	20.21	478.57	3.77	7.48	10.62	33.87
WBGene00232660	39.66	53.32	58.38	13.02	87.93	87.71	109.06	100.39	61.19	74.54	74.91	43.81
WBGene00232673	36.1	40.73	43.41	52.77	100.44	103.33	81.98	41.56	75.32	71.88	78.88	71.99
WBGene00232677	13.06	18.7	16.96	23.12	82.91	80.26	64.64	188.32	21.42	24.49	19.56	27.91
WBGene00232680	7.33	4.84	5.84	28.9	12.57	23.67	51.52	0	22.73	28.57	28.17	6.18
WBGene00232682	155.66	165.91	189.27	67.49	82.73	83.81	71.62	7.54	69.06	68.11	70.28	89.39
WBGene00232683	80.9	83.97	83.72	43.98	151.31	141.4	58.46	74.53	29.97	31.92	33.94	100.61
WBGene00232703	57.42	61.06	73.79	69.62	88.16	81.7	93.46	0	48.87	58.56	62.82	59.19
WBGene00232713	0.98	0	3.29	6.26	5.05	5.19	3.38	0	2.61	1.79	0	1.55
WBGene00232719	3.07	2.53	2.45	15.12	8.77	2.7	18.05	0	2.72	4.67	7.79	0
WBGene00232721	13.42	14.22	14.75	39.7	17.78	16.44	4.86	45.88	3.32	3.64	3.78	0.44
WBGene00232729	8.56	10.35	8.69	24.7	26.86	25.02	70.18	3.11	15.27	16.02	18.63	10.24
WBGene00232739	10.29	9.83	11.88	69.36	10.38	10.18	2.77	94.27	3.24	3.73	4.19	2.86
WBGene00232754	18.3	18.64	17.81	107.32	27.2	29.03	9.42	24.24	3.24	3.34	3.54	14.48
WBGene00232760	80.35	81.69	88.91	50.08	86	89.5	101.23	155.42	52.99	55.74	56.81	89.06
WBGene00232763	0	0	0.2	0.49	0.36	0.19	4.55	4.72	1.12	1.16	0.46	1.34
WBGene00232764	108.65	112.38	118.61	127.24	140.5	136.79	84.9	46.96	107.64	107.83	115.92	184.6
WBGene00232772	709.11	671.95	657.81	756.38	860.69	869.2	321.28	189.01	457.53	451.75	466.8	1040.22
WBGene00232788	162.38	169.82	182.46	8.42	71.98	75.52	33.09	0	16.01	14.89	15.61	15.13
WBGene00232797	17.83	17.36	20.25	54.79	42.24	43.9	37.09	66.97	20.32	19.92	18.02	26.87
WBGene00232819	1584.53	1821.51	2072.14	376.45	1469.11	1451.98	543.34	908.31	465.28	544.42	528.67	986.53
WBGene00232823	103.51	136.33	138.08	95.01	107.64	132.15	51.21	0	81.27	87.88	74.49	76.09
WBGene00232826	78.15	84.93	83.83	37.5	51.04	48.94	18.74	226.42	12.34	10.92	14.23	51.65
WBGene00232827	0	0	0	0	6.46	8.85	0	252.56	0	0	0	0
WBGene00232840	84.41	96.01	97.21	109.77	128.63	125.91	57.76	189.61	60.87	72.02	66.66	65.34
WBGene00232851	108.25	102.42	127.59	57.95	113.74	124.47	55.27	98.15	41.06	40.12	37.72	92.7
WBGene00232853	19.22	24.68	27.26	38.85	85.04	84.8	51.86	0	22.22	20.62	21.82	41.43
WBGene00232859	88.62	100.87	108.92	70.54	81.59	77.24	6.33	0	13.46	13.69	16.45	12.51
WBGene00232866	94.55	96.94	108.94	50.6	94.98	99.96	67.57	35.99	43.38	37.46	44.25	89.32
WBGene00232867	86.37	92.68	98.29	72.02	211.24	193.75	102.19	221.55	59.92	55.88	60.7	63.71
WBGene00232872	14.23	17.02	18.44	20.71	50.83	49.36	31.63	66.37	22.47	22.67	24.54	28.84
WBGene00232873	20.59	19.27	23.69	67.34	83.79	75.86	213.88	58.77	50.97	47.24	47.91	19.06
WBGene00232874	0.93	0.89	0.84	1.04	0.78	0.4	4.27	1.07	1.14	1.48	1.69	0.23
WBGene00232889	94.85	108.94	122.14	16.91	43.36	40.84	1.6	21.93	1.29	0.99	1.22	0.74
WBGene00232890	105.84	111.52	107.54	65.52	214	216.74	47.15	267.14	33.01	35.17	36.3	120.81
WBGene00232892	21.62	13.86	16.41	4.76	35.81	34.82	8.38	0	8.92	16.35	4.06	20.06
WBGene00232899	84.98	85.87	94.2	61.62	40.34	34.7	66.6	132.3	47.57	54.52	59.22	55.04
WBGene00232900	113.06	116.85	122.82	89.68	164.52	158.94	79.61	52.52	61.38	55.01	65.96	67.38
WBGene00232908	148.99	120.52	96.62	58.8	47.51	49.79	21.65	35.23	44.29	40.76	42.6	16.81
WBGene00232912	19.72	25.45	25.71	9.7	23.96	22.59	17.55	54.79	9.18	9.91	10.23	13.91
WBGene00232917	170.71	185.77	203.33	75.42	195.04	211.65	121.11	0	133.81	131.85	139.55	114.62
WBGene00232924	0.22	0	0.62	1.37	1.11	0.95	1.04	8.01	1.43	0.39	0.47	0.34
WBGene00232944	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00232946	62.26	82.72	98.5	36.51	75.35	69.96	85.78	1.29	35.87	34.45	36.51	51.72
WBGene00232975	39.57	34.32	35.16	137.2	33.55	32.83	87.9	40.61	63.42	60.98	69.53	46.66
WBGene00232979	0	2.97	1.15	6.95	7.4	7.6	16.04	249.89	4.46	5.25	3.65	3.03
WBGene00232991	6.42	7.96	6.49	5.38	6.12	12.57	1.96	0	1.9	3.91	4.66	3.39
WBGene00232992	3.65	4.34	5.03	1.69	16.03	15.96	18.12	39.18	3.3	2.4	2.22	0.23
WBGene00232993	3.64	4.84	6.6	6.49	16.96	12.38	19.57	104.73	19.72	19.5	28.6	7.41
WBGene00232994	32.07	31.7	39.02	21.37	9.95	13.23	35.05	5.08	18.14	18.7	18.93	56.14
WBGene00233003	0	0	0.18	0	0	0.33	0	0	0	0	0	0
WBGene00233006	44.19	51.38	58.14	71.93	67.46	61.25	72.05	275.66	25.11	30.95	28.17	7.7
WBGene00233008	0	0	0	0.09	0	0	0.04	0	0	0	0	0
WBGene00233012	23.57	27.19	33.84	14.14	18.12	30.08	7.83	48.46	5.4	7.43	5.31	12.86
WBGene00233015	170.98	208.36	235.74	134.03	52.64	56.29	52.63	44.34	36.22	32.05	29.98	41.62
WBGene00233022	4.41	5.46	3.16	5.54	26.46	29.13	5.31	10.95	4.39	1.34	3.2	0
WBGene00233027	18.23	19.28	22.13	6.83	41.57	44.87	26.15	230.3	8.87	10.16	10.4	14.42
WBGene00233028	2.92	2.93	2.74	2.28	5.59	4.76	16.53	77.92	6.88	6.16	8.2	0.89
WBGene00233030	1.15	1.43	1.24	11.03	4.45	3.56	0	42.96	0	0	0	0
WBGene00233035	6.34	6.05	8.64	8.09	12.72	13.16	14.48	162.19	2.98	3.03	3.93	5.41
WBGene00233036	46.04	54.54	52.18	52.67	57.27	61.75	97.51	9.43	88.45	91.07	89.73	31.62
WBGene00233037	250.2	248.45	225.16	89.91	58.52	65.4	104.59	4.46	93.11	101.73	84.66	85.24
WBGene00233039	1.91	1.18	3.19	0.55	0	0.84	0.66	0	1.27	3.49	0	7.54
WBGene00233041	256.45	256.42	270.87	79.58	139.23	145.29	68.45	35.45	57.52	56.24	64.54	121.38
WBGene00233043	134.28	139.51	164.54	94.35	74.41	81.31	63.28	41.05	41.43	43.73	44.77	55.57
