# Differential expression analysis for study ERP0009481 contrast  across:sex. Values are log2 of fold change for genes found differentially expressed with adjusted p-value < 0.05
# R version: ‘3.5.1’
# DESeq2 version: ‘1.22.1’
# !Adult female vs Adult male: Adult male - low replicates (1)
	!Adult female vs Adult male
WBGene00230694	-2.67
WBGene00230695	-5.83
WBGene00230697	-0.86
WBGene00230699	-0.65
WBGene00230700	2.85
WBGene00230701	-2.32
WBGene00230702	-0.43
WBGene00230703	-2.55
WBGene00230704	3.12
WBGene00230705	-1.43
WBGene00230708	-4.76
WBGene00230709	3.48
WBGene00230710	5.04
WBGene00230715	-1.78
WBGene00230716	4.02
WBGene00230717	1.45
WBGene00230718	-1.59
WBGene00230719	-2.84
WBGene00230724	-3.35
WBGene00230726	-2.19
WBGene00230729	-9.72
WBGene00230739	-2.05
WBGene00230740	-0.78
WBGene00230743	2.03
WBGene00230746	1.19
WBGene00230748	1.55
WBGene00230750	1.45
WBGene00230752	5.69
WBGene00230754	5.86
WBGene00230757	7.58
WBGene00230759	-7.97
WBGene00230761	1.21
WBGene00230763	-1.06
WBGene00230764	-0.56
WBGene00230767	2.82
WBGene00230768	0.80
WBGene00230770	0.79
WBGene00230771	1.39
WBGene00230774	1.33
WBGene00230775	-1.23
WBGene00230776	4.51
WBGene00230777	3.34
WBGene00230778	-8.92
WBGene00230779	-10.74
WBGene00230781	-3.87
WBGene00230782	-8.47
WBGene00230784	2.21
WBGene00230785	-1.31
WBGene00230786	-6.23
WBGene00230790	-1.34
WBGene00230791	-1.56
WBGene00230792	2.46
WBGene00230793	1.49
WBGene00230794	2.41
WBGene00230795	3.07
WBGene00230796	-0.61
WBGene00230797	-5.73
WBGene00230800	-3.40
WBGene00230803	-6.88
WBGene00230805	2.62
WBGene00230807	1.55
WBGene00230808	-2.29
WBGene00230809	-2.23
WBGene00230811	-11.48
WBGene00230816	-2.70
WBGene00230817	-0.85
WBGene00230818	2.89
WBGene00230820	-5.39
WBGene00230821	1.71
WBGene00230822	1.22
WBGene00230823	-1.56
WBGene00230824	-8.59
WBGene00230825	-1.71
WBGene00230826	-3.24
WBGene00230827	-6.25
WBGene00230830	-7.00
WBGene00230831	-6.95
WBGene00230832	0.50
WBGene00230834	-3.68
WBGene00230835	1.19
WBGene00230837	-8.28
WBGene00230838	-7.87
WBGene00230840	-3.83
WBGene00230841	-0.75
WBGene00230842	1.28
WBGene00230843	-7.25
WBGene00230844	1.63
WBGene00230850	-0.74
WBGene00230852	0.69
WBGene00230854	-3.23
WBGene00230855	-2.61
WBGene00230857	-6.64
WBGene00230860	1.21
WBGene00230862	-1.67
WBGene00230863	-10.77
WBGene00230865	-7.77
WBGene00230867	-7.96
WBGene00230868	-3.10
WBGene00230869	-7.99
WBGene00230870	-2.93
WBGene00230872	2.88
WBGene00230873	-0.44
WBGene00230874	0.55
WBGene00230877	-1.65
WBGene00230882	3.69
WBGene00230886	-4.17
WBGene00230888	-3.12
WBGene00230891	-9.25
WBGene00230892	1.50
WBGene00230893	-4.74
WBGene00230894	6.51
WBGene00230895	1.44
WBGene00230910	-1.97
WBGene00230911	-5.37
WBGene00230912	4.39
WBGene00230913	-8.11
WBGene00230914	-3.25
WBGene00230916	-2.01
WBGene00230918	1.24
WBGene00230919	-5.11
WBGene00230920	-5.95
WBGene00230921	0.78
WBGene00230922	-2.33
WBGene00230923	4.68
WBGene00230925	1.54
WBGene00230930	-2.05
WBGene00230931	-3.39
WBGene00230934	-0.93
WBGene00230935	2.66
WBGene00230936	3.46
WBGene00230937	2.05
WBGene00230938	-8.46
WBGene00230940	-5.77
WBGene00230941	-3.94
WBGene00230942	3.43
WBGene00230944	-1.64
WBGene00230945	0.46
WBGene00230947	-1.06
WBGene00230948	-3.74
WBGene00230949	0.51
WBGene00230951	1.03
WBGene00230952	1.74
WBGene00230955	3.48
WBGene00230956	1.46
WBGene00230957	2.73
WBGene00230959	-7.85
WBGene00230960	-10.64
WBGene00230961	-7.55
WBGene00230964	-0.70
WBGene00230969	0.51
WBGene00230972	2.93
WBGene00230974	-3.46
WBGene00230975	-2.27
WBGene00230976	1.73
WBGene00230977	-7.22
WBGene00230978	1.77
WBGene00230979	-4.52
WBGene00230980	-2.72
WBGene00230981	3.17
WBGene00230985	-0.74
WBGene00230987	-8.43
WBGene00230988	1.82
WBGene00230992	1.51
WBGene00230994	4.25
WBGene00230995	-4.84
WBGene00230996	-7.21
WBGene00231000	2.96
WBGene00231007	1.03
WBGene00231009	1.57
WBGene00231013	-2.10
WBGene00231014	-5.65
WBGene00231024	0.67
WBGene00231025	-9.47
WBGene00231026	2.19
WBGene00231030	-1.07
WBGene00231031	1.07
WBGene00231034	2.31
WBGene00231036	-0.89
WBGene00231040	3.41
WBGene00231041	-1.75
WBGene00231042	-3.34
WBGene00231044	-6.82
WBGene00231046	2.03
WBGene00231047	0.99
WBGene00231049	-0.56
WBGene00231051	-2.22
WBGene00231052	1.54
WBGene00231053	1.25
WBGene00231054	-1.38
WBGene00231055	0.36
WBGene00231059	-0.78
WBGene00231061	2.11
WBGene00231063	-10.59
WBGene00231064	-2.87
WBGene00231066	-0.44
WBGene00231067	-3.36
WBGene00231068	-1.92
WBGene00231069	-3.90
WBGene00231071	-0.74
WBGene00231072	-2.04
WBGene00231074	1.33
WBGene00231076	-1.97
WBGene00231077	-2.95
WBGene00231078	-1.22
WBGene00231080	-3.77
WBGene00231081	2.65
WBGene00231082	3.10
WBGene00231084	-1.80
WBGene00231085	0.53
WBGene00231088	4.49
WBGene00231089	3.12
WBGene00231090	2.59
WBGene00231091	0.83
WBGene00231093	-0.76
WBGene00231095	1.21
WBGene00231097	1.19
WBGene00231099	-5.78
WBGene00231100	1.26
WBGene00231102	-8.31
WBGene00231103	1.60
WBGene00231104	-0.62
WBGene00231105	0.51
WBGene00231106	0.49
WBGene00231107	-0.86
WBGene00231108	-5.76
WBGene00231110	-1.42
WBGene00231111	-1.02
WBGene00231112	-2.40
WBGene00231113	-1.68
WBGene00231114	-8.71
WBGene00231120	1.73
WBGene00231121	-4.48
WBGene00231123	0.68
WBGene00231124	-2.97
WBGene00231126	-6.00
WBGene00231130	0.79
WBGene00231132	1.18
WBGene00231135	3.07
WBGene00231136	-8.93
WBGene00231139	-3.23
WBGene00231140	-4.31
WBGene00231141	5.91
WBGene00231142	-2.35
WBGene00231145	0.57
WBGene00231146	-1.35
WBGene00231147	-1.78
WBGene00231154	-8.80
WBGene00231155	-2.23
WBGene00231158	3.12
WBGene00231159	0.35
WBGene00231160	2.90
WBGene00231162	-2.24
WBGene00231163	3.36
WBGene00231166	2.95
WBGene00231168	-1.36
WBGene00231172	6.45
WBGene00231173	1.76
WBGene00231174	6.84
WBGene00231176	0.60
WBGene00231177	1.33
WBGene00231178	2.35
WBGene00231179	1.56
WBGene00231182	2.86
WBGene00231183	1.62
WBGene00231185	-0.79
WBGene00231186	1.42
WBGene00231188	-2.32
WBGene00231191	-2.38
WBGene00231192	-2.06
WBGene00231195	1.21
WBGene00231196	2.46
WBGene00231197	-7.44
WBGene00231205	3.41
WBGene00231207	-1.69
WBGene00231208	2.46
WBGene00231210	2.35
WBGene00231213	-5.07
WBGene00231215	2.97
WBGene00231216	-0.61
WBGene00231220	0.37
WBGene00231221	2.90
WBGene00231226	-1.60
WBGene00231227	-1.36
WBGene00231228	-1.90
WBGene00231231	-2.95
WBGene00231232	-1.06
WBGene00231238	1.97
WBGene00231239	0.89
WBGene00231241	-1.87
WBGene00231249	3.24
WBGene00231254	5.79
WBGene00231255	2.68
WBGene00231258	5.27
WBGene00231259	-1.09
WBGene00231260	0.41
WBGene00231262	-1.32
WBGene00231263	3.26
WBGene00231264	-2.88
WBGene00231268	0.84
WBGene00231271	5.98
WBGene00231273	-0.85
WBGene00231274	4.34
WBGene00231275	2.19
WBGene00231281	-4.00
WBGene00231286	1.71
WBGene00231288	-5.49
WBGene00231289	3.03
WBGene00231290	-2.08
WBGene00231291	0.51
WBGene00231294	-5.11
WBGene00231297	-1.22
WBGene00231300	-7.92
WBGene00231306	-3.83
WBGene00231307	-0.76
WBGene00231308	1.24
WBGene00231309	-5.42
WBGene00231310	3.14
WBGene00231311	-1.50
WBGene00231312	-1.91
WBGene00231313	-3.17
WBGene00231314	2.11
WBGene00231315	-2.85
WBGene00231316	-3.71
WBGene00231318	1.06
WBGene00231319	-3.47
WBGene00231320	-1.46
WBGene00231327	-2.82
WBGene00231333	-2.14
WBGene00231334	5.09
WBGene00231335	1.85
WBGene00231337	-8.19
WBGene00231340	-7.20
WBGene00231341	5.71
WBGene00231347	-2.34
WBGene00231349	-1.33
WBGene00231350	7.59
WBGene00231351	-5.28
WBGene00231352	-6.34
WBGene00231356	-1.25
WBGene00231359	-1.69
WBGene00231360	-6.37
WBGene00231363	1.69
WBGene00231365	-0.78
WBGene00231369	-10.68
WBGene00231406	0.53
WBGene00231409	-0.48
WBGene00231410	0.87
WBGene00231417	0.70
WBGene00231420	0.45
WBGene00231432	1.33
WBGene00231437	1.54
WBGene00231441	1.32
WBGene00231447	-2.28
WBGene00231448	-0.75
WBGene00231458	-5.65
WBGene00231467	1.38
WBGene00231471	0.71
WBGene00231488	2.58
WBGene00231492	1.16
WBGene00231494	0.75
WBGene00231497	-0.79
WBGene00231501	1.49
WBGene00231502	-1.65
WBGene00231539	-0.78
WBGene00231551	1.92
WBGene00231553	3.35
WBGene00231555	-0.57
WBGene00231561	-4.85
WBGene00231565	3.08
WBGene00231568	0.58
WBGene00231575	-0.55
WBGene00231578	-1.29
WBGene00231583	-6.00
WBGene00231597	0.80
WBGene00231600	-1.15
WBGene00231609	-2.32
WBGene00231612	-3.19
WBGene00231617	0.53
WBGene00231621	2.15
WBGene00231627	-1.38
WBGene00231639	-0.75
WBGene00231641	1.18
WBGene00231644	-8.73
WBGene00231650	2.35
WBGene00231658	0.58
WBGene00231663	-0.75
WBGene00231666	0.45
WBGene00231675	-0.95
WBGene00231681	1.61
WBGene00231685	0.93
WBGene00231693	-5.29
WBGene00231700	1.55
WBGene00231709	-0.88
WBGene00231728	-1.06
WBGene00231729	-1.34
WBGene00231732	-1.15
WBGene00231736	-0.62
WBGene00231747	-0.81
WBGene00231756	-3.31
WBGene00231761	1.96
WBGene00231772	-12.45
WBGene00231787	-1.45
WBGene00231788	2.95
WBGene00231790	-6.43
WBGene00231792	-1.71
WBGene00231802	-3.85
WBGene00231806	2.96
WBGene00231810	1.83
WBGene00231811	0.63
WBGene00231818	1.12
WBGene00231820	-6.59
WBGene00231834	-2.65
WBGene00231836	-0.71
WBGene00231838	-3.25
WBGene00231855	3.83
WBGene00231862	-3.07
WBGene00231872	4.27
WBGene00231873	-2.19
WBGene00231875	-0.78
WBGene00231878	3.71
WBGene00231885	-2.02
WBGene00231886	-1.41
WBGene00231888	-0.92
WBGene00231889	-2.64
WBGene00231898	2.32
WBGene00231899	-1.16
WBGene00231901	-1.11
WBGene00231903	-7.69
WBGene00231904	-3.78
WBGene00231909	-7.75
WBGene00231913	-1.45
WBGene00231917	-2.93
WBGene00231924	4.21
WBGene00231925	1.83
WBGene00231926	4.16
WBGene00231932	-1.31
WBGene00231935	-2.58
WBGene00231941	-1.79
WBGene00231946	3.33
WBGene00231947	-1.49
WBGene00231956	1.94
WBGene00231957	0.65
WBGene00231958	-7.34
WBGene00231971	-1.84
WBGene00231974	-1.68
WBGene00231978	-9.99
WBGene00231980	2.09
WBGene00232040	-3.18
WBGene00232108	-5.00
WBGene00232140	3.53
WBGene00232196	1.20
WBGene00232204	-2.08
WBGene00232207	1.06
WBGene00232213	-2.56
WBGene00232222	-1.31
WBGene00232223	-0.48
WBGene00232242	-0.86
WBGene00232260	-1.50
WBGene00232261	2.06
WBGene00232265	-0.78
WBGene00232271	-1.74
WBGene00232279	0.54
WBGene00232281	-1.44
WBGene00232295	0.77
WBGene00232315	-1.19
WBGene00232321	2.47
WBGene00232327	0.60
WBGene00232330	0.97
WBGene00232345	4.75
WBGene00232349	4.84
WBGene00232354	0.38
WBGene00232359	-4.42
WBGene00232370	-6.98
WBGene00232384	-1.60
WBGene00232399	-5.22
WBGene00232400	1.28
WBGene00232414	-0.99
WBGene00232426	3.61
WBGene00232427	-6.16
WBGene00232433	1.10
WBGene00232445	3.76
WBGene00232446	0.92
WBGene00232449	-1.40
WBGene00232452	2.21
WBGene00232472	-1.87
WBGene00232474	0.56
WBGene00232477	1.11
WBGene00232486	1.19
WBGene00232496	-1.05
WBGene00232497	1.16
WBGene00232504	-2.75
WBGene00232511	-0.89
WBGene00232514	-0.54
WBGene00232523	1.80
WBGene00232524	-0.64
WBGene00232525	4.99
WBGene00232531	2.19
WBGene00232537	-2.47
WBGene00232548	1.91
WBGene00232553	0.58
WBGene00232560	2.06
WBGene00232565	1.03
WBGene00232569	-5.63
WBGene00232576	-1.20
WBGene00232577	3.72
WBGene00232587	3.49
WBGene00232590	-0.77
WBGene00232592	-1.80
WBGene00232598	3.56
WBGene00232604	-3.82
WBGene00232606	-0.71
WBGene00232610	-6.13
WBGene00232618	-5.26
WBGene00232622	1.47
WBGene00232628	-5.45
WBGene00232630	-10.61
WBGene00232642	-7.83
WBGene00232647	-1.52
WBGene00232650	1.43
WBGene00232660	2.07
WBGene00232680	-2.14
WBGene00232682	1.46
WBGene00232683	1.04
WBGene00232719	-2.38
WBGene00232721	-1.37
WBGene00232729	-1.32
WBGene00232739	-2.57
WBGene00232754	-2.44
WBGene00232760	0.86
WBGene00232788	4.47
WBGene00232797	-1.44
WBGene00232819	2.40
WBGene00232826	1.26
WBGene00232851	1.08
WBGene00232853	-0.59
WBGene00232859	0.62
WBGene00232866	1.11
WBGene00232867	0.48
WBGene00232873	-1.54
WBGene00232889	2.80
WBGene00232890	0.85
WBGene00232892	1.99
WBGene00232899	0.64
WBGene00232900	0.51
WBGene00232908	1.19
WBGene00232912	1.40
WBGene00232917	1.43
WBGene00232946	1.27
WBGene00232975	-1.79
WBGene00232979	-2.37
WBGene00232992	1.48
WBGene00232994	0.81
WBGene00233015	0.73
WBGene00233027	1.67
WBGene00233030	-3.01
WBGene00233037	1.55
WBGene00233041	1.84
WBGene00233043	0.75
WBGene00233045	-1.83
WBGene00233046	2.61
WBGene00233047	-5.11
WBGene00233048	2.13
WBGene00233049	2.53
WBGene00233050	2.19
WBGene00233052	-4.27
WBGene00233053	-2.09
WBGene00233054	2.98
WBGene00233055	-3.42
WBGene00233058	2.17
WBGene00233059	2.65
WBGene00233060	2.15
WBGene00233061	-3.40
WBGene00233062	2.47
WBGene00233063	1.25
WBGene00233064	-2.86
WBGene00233068	1.52
WBGene00233069	2.46
WBGene00233070	-0.88
WBGene00233072	0.82
WBGene00233073	2.41
WBGene00233075	-9.74
WBGene00233076	-1.36
WBGene00233077	0.73
WBGene00233083	-0.79
WBGene00233086	-2.62
WBGene00233089	0.50
WBGene00233090	-3.11
WBGene00233091	-0.99
WBGene00233092	0.91
WBGene00233095	-1.56
WBGene00233102	1.15
WBGene00233104	-5.96
WBGene00233105	-8.19
WBGene00233106	3.29
WBGene00233108	-1.50
WBGene00233109	-2.73
WBGene00233110	1.11
WBGene00233111	-1.11
WBGene00233112	1.37
WBGene00233113	-5.36
WBGene00233114	-9.02
WBGene00233115	-2.74
WBGene00233117	-1.17
WBGene00233118	1.28
WBGene00233121	2.60
WBGene00233124	1.06
WBGene00233126	1.50
WBGene00233128	1.38
WBGene00233129	1.47
WBGene00233130	1.17
WBGene00233133	-2.49
WBGene00233134	-6.07
WBGene00233135	-0.90
WBGene00233137	0.66
WBGene00233138	0.89
WBGene00233144	2.01
WBGene00233146	2.48
WBGene00233147	-1.63
WBGene00233148	-1.29
WBGene00233151	2.68
WBGene00233153	1.50
WBGene00233154	-2.25
WBGene00233157	1.03
WBGene00233160	-3.64
WBGene00233161	0.67
WBGene00233163	3.34
WBGene00233164	-0.72
WBGene00233166	-1.92
WBGene00233167	3.50
WBGene00233169	-5.21
WBGene00233170	1.11
WBGene00233173	0.64
WBGene00233175	1.13
WBGene00233179	-0.96
WBGene00233180	1.19
WBGene00233181	-2.48
WBGene00233182	-1.80
WBGene00233184	-10.31
WBGene00233186	2.37
WBGene00233188	1.49
WBGene00233190	0.33
WBGene00233191	-6.17
WBGene00233197	0.97
WBGene00233199	-2.06
WBGene00233200	-1.39
WBGene00233203	-1.00
WBGene00233204	3.31
WBGene00233208	1.08
WBGene00233214	2.02
WBGene00233216	0.47
WBGene00233217	1.52
WBGene00233218	-4.19
WBGene00233219	6.58
WBGene00233227	-3.08
WBGene00233228	1.62
WBGene00233230	-2.15
WBGene00233233	-1.35
WBGene00233234	-1.35
WBGene00233235	-0.88
WBGene00233237	-10.25
WBGene00233240	-9.58
WBGene00233241	-2.68
WBGene00233242	-1.28
WBGene00233243	-4.02
WBGene00233244	-9.97
WBGene00233246	-3.42
WBGene00233247	1.72
WBGene00233248	-1.96
WBGene00233251	1.13
WBGene00233253	-5.02
WBGene00233254	-5.14
WBGene00233258	-1.38
WBGene00233259	-1.73
WBGene00233263	4.95
WBGene00233266	4.19
WBGene00233267	-0.65
WBGene00233271	3.16
WBGene00233279	3.58
WBGene00233280	-3.29
WBGene00233296	1.24
WBGene00233322	2.32
WBGene00233326	-3.29
WBGene00233360	3.03
WBGene00233375	-1.72
WBGene00233398	6.86
WBGene00233412	-3.84
WBGene00233423	-0.65
WBGene00233424	2.32
WBGene00233468	-4.65
WBGene00233471	-2.12
WBGene00233484	-1.48
WBGene00233489	-1.31
WBGene00233499	6.40
WBGene00233503	2.96
WBGene00233508	-5.68
WBGene00233550	1.79
WBGene00233566	-3.42
WBGene00233578	-1.53
WBGene00233589	-0.62
WBGene00233591	6.33
WBGene00233599	-1.43
WBGene00233601	-3.05
WBGene00233602	-3.64
WBGene00233611	2.06
WBGene00233632	-3.76
WBGene00233633	-2.06
WBGene00233636	-4.12
WBGene00233643	-5.45
WBGene00233649	-9.62
WBGene00233677	-2.03
WBGene00233678	-3.13
WBGene00233686	-1.33
WBGene00233693	-2.83
WBGene00233695	6.75
WBGene00233710	-5.32
WBGene00233716	1.77
WBGene00233726	-3.45
WBGene00233734	-1.69
WBGene00233758	2.36
WBGene00233759	-8.34
WBGene00233767	6.08
WBGene00233771	3.41
WBGene00233792	2.01
WBGene00233800	-3.49
WBGene00233805	-3.09
WBGene00233810	-3.41
WBGene00233821	2.43
WBGene00233834	-1.33
WBGene00233838	2.39
WBGene00233840	-4.15
WBGene00233846	-5.11
WBGene00233855	-5.96
WBGene00233865	1.67
WBGene00233871	-3.30
WBGene00233880	-2.45
WBGene00233890	-0.38
WBGene00233905	-2.94
WBGene00233911	0.67
WBGene00233913	0.47
WBGene00233914	-1.27
WBGene00233915	-1.88
WBGene00233916	-0.92
WBGene00233918	0.46
WBGene00233919	1.82
WBGene00233921	-1.23
WBGene00233922	-1.39
WBGene00233923	0.51
WBGene00233925	0.64
WBGene00233926	2.41
WBGene00233927	0.98
WBGene00233928	0.63
WBGene00233929	-1.47
WBGene00233930	-0.82
WBGene00233931	-1.81
WBGene00233933	0.89
WBGene00233934	-1.83
WBGene00233937	-1.39
WBGene00233939	0.88
WBGene00233940	0.68
WBGene00233941	1.42
WBGene00233947	-1.28
WBGene00233949	0.32
WBGene00233950	-0.74
WBGene00233951	1.16
WBGene00233952	-1.25
WBGene00233953	-0.31
WBGene00233954	-2.28
WBGene00233955	-0.60
WBGene00233957	-0.60
WBGene00233958	1.18
WBGene00233959	1.11
WBGene00233963	-0.58
WBGene00233964	-0.41
WBGene00233965	0.86
WBGene00233966	-0.68
WBGene00233968	-0.39
WBGene00233972	0.75
WBGene00233975	-0.82
WBGene00233976	0.93
WBGene00233977	0.58
WBGene00233979	-0.47
WBGene00233980	0.41
WBGene00233981	-1.57
WBGene00233982	-0.68
WBGene00233983	2.54
WBGene00233985	-2.79
WBGene00233986	1.29
WBGene00233987	0.88
WBGene00233988	-2.26
WBGene00233990	0.41
WBGene00233991	-0.82
WBGene00233993	0.70
WBGene00233995	0.98
WBGene00233996	0.95
WBGene00233997	-1.58
WBGene00234000	-1.09
WBGene00234001	0.79
WBGene00234004	-0.69
WBGene00234005	-2.03
WBGene00234006	-1.12
WBGene00234010	-1.34
WBGene00234011	-0.87
WBGene00234012	1.22
WBGene00234013	-1.49
WBGene00234017	-1.13
WBGene00234018	-0.82
WBGene00234020	-0.49
WBGene00234021	1.34
WBGene00234022	-1.00
WBGene00234023	1.41
WBGene00234026	0.91
WBGene00234028	-0.88
WBGene00234029	-1.41
WBGene00234031	-2.98
WBGene00234032	-0.76
WBGene00234033	-0.97
WBGene00234034	-1.29
WBGene00234035	0.80
WBGene00234036	0.72
WBGene00234037	-1.52
WBGene00234038	1.52
WBGene00234039	-3.13
WBGene00234041	-0.35
WBGene00234042	-0.92
WBGene00234044	0.38
WBGene00234045	-1.36
WBGene00234046	-0.95
WBGene00234048	-2.38
WBGene00234049	-1.46
WBGene00234050	1.46
WBGene00234051	2.13
WBGene00234053	0.49
WBGene00234054	1.13
WBGene00234056	-1.63
WBGene00234057	-2.66
WBGene00234058	-1.06
WBGene00234060	0.72
WBGene00234061	-1.11
WBGene00234063	0.97
WBGene00234065	0.84
WBGene00234066	0.92
WBGene00234067	-0.69
WBGene00234068	-1.74
WBGene00234069	-2.60
WBGene00234070	-0.42
WBGene00234071	-1.01
WBGene00234073	-1.19
WBGene00234075	-1.16
WBGene00234077	0.95
WBGene00234079	-1.35
WBGene00234083	-1.26
WBGene00234085	0.42
WBGene00234086	0.54
WBGene00234088	-0.47
WBGene00234089	-1.69
WBGene00234090	0.55
WBGene00234093	1.36
WBGene00234095	-0.74
WBGene00234096	-0.59
WBGene00234097	-0.53
WBGene00234099	-0.41
WBGene00234100	-0.72
WBGene00234103	-1.50
WBGene00234104	-2.10
WBGene00234106	0.65
WBGene00234107	-4.14
WBGene00234109	-1.77
WBGene00234111	-1.20
WBGene00234115	0.93
WBGene00234116	1.40
WBGene00234117	-2.29
WBGene00234118	-0.64
WBGene00234119	-0.97
WBGene00234121	-3.50
WBGene00234122	-0.70
WBGene00234124	-0.75
WBGene00234125	-3.98
WBGene00234126	0.50
WBGene00234127	-1.17
WBGene00234128	-1.62
WBGene00234129	1.14
WBGene00234130	-2.27
WBGene00234131	0.99
WBGene00234132	0.71
WBGene00234133	1.29
WBGene00234134	-1.96
WBGene00234136	-1.04
WBGene00234137	0.45
WBGene00234139	0.69
WBGene00234140	0.82
WBGene00234141	-1.08
WBGene00234142	-0.49
WBGene00234143	-0.97
WBGene00234144	-1.27
WBGene00234149	0.84
WBGene00234150	-1.68
WBGene00234152	1.11
WBGene00234153	0.68
WBGene00234154	-1.85
WBGene00234155	-1.08
WBGene00234156	-1.26
WBGene00234157	0.51
WBGene00234159	-2.66
WBGene00234160	-1.96
WBGene00234163	-0.38
WBGene00234164	-1.65
WBGene00234165	1.08
WBGene00234167	2.30
WBGene00234168	-1.58
WBGene00234169	-1.58
WBGene00234170	-4.45
WBGene00234172	-2.90
WBGene00234174	2.77
WBGene00234175	-2.62
WBGene00234176	1.38
WBGene00234177	1.98
WBGene00234178	-1.65
WBGene00234179	-1.19
WBGene00234180	-1.41
WBGene00234181	1.65
WBGene00234183	1.33
WBGene00234184	-1.88
WBGene00234185	0.99
WBGene00234186	-0.88
WBGene00234187	1.21
WBGene00234189	-0.35
WBGene00234190	0.98
WBGene00234192	-1.49
WBGene00234194	-1.01
WBGene00234196	1.76
WBGene00234198	1.74
WBGene00234200	0.37
WBGene00234202	-0.51
WBGene00234203	-1.11
WBGene00234204	2.27
WBGene00234205	-0.66
WBGene00234206	-0.55
WBGene00234207	-1.24
WBGene00234208	0.94
WBGene00234211	-1.80
WBGene00234217	0.61
WBGene00234220	-1.77
WBGene00234221	-1.19
WBGene00234223	1.11
WBGene00234224	-1.78
WBGene00234225	1.21
WBGene00234226	-0.50
WBGene00234227	1.79
WBGene00234231	0.76
WBGene00234232	-0.72
WBGene00234234	-0.77
WBGene00234235	0.44
WBGene00234237	0.60
WBGene00234238	-0.96
WBGene00234240	0.53
WBGene00234241	-3.88
WBGene00234242	1.48
WBGene00234243	1.36
WBGene00234247	1.18
WBGene00234248	0.77
WBGene00234249	-0.69
WBGene00234250	-0.51
WBGene00234251	0.70
WBGene00234252	-1.45
WBGene00234255	0.54
WBGene00234256	2.34
WBGene00234258	-1.01
WBGene00234259	-0.55
WBGene00234261	-2.15
WBGene00234262	1.69
WBGene00234264	1.04
WBGene00234265	-0.94
WBGene00234266	0.52
WBGene00234268	-0.58
WBGene00234269	1.33
WBGene00234271	-3.89
WBGene00234276	-1.34
WBGene00234281	-0.45
WBGene00234282	-1.74
WBGene00234283	-1.68
WBGene00234285	-1.05
WBGene00234287	-1.15
WBGene00234288	0.74
WBGene00234290	-0.70
WBGene00234291	-1.23
WBGene00234292	1.25
WBGene00234293	-1.08
WBGene00234295	1.14
WBGene00234296	-1.36
WBGene00234298	-1.61
WBGene00234299	-0.57
WBGene00234301	-0.75
WBGene00234304	-1.03
WBGene00234306	-1.22
WBGene00234307	-1.17
WBGene00234309	-0.73
WBGene00234310	-2.73
WBGene00234311	-1.55
WBGene00234312	-1.99
WBGene00234313	-0.96
WBGene00234315	-3.04
WBGene00234316	0.59
WBGene00234318	0.64
WBGene00234319	-0.57
WBGene00234320	-2.29
WBGene00234321	-3.06
WBGene00234322	-0.59
WBGene00234323	1.42
WBGene00234324	-0.92
WBGene00234326	-0.63
WBGene00234329	-1.71
WBGene00234330	-1.69
WBGene00234331	0.66
WBGene00234334	2.19
WBGene00234335	-2.93
WBGene00234337	-1.24
WBGene00234338	-1.81
WBGene00234339	1.32
WBGene00234341	-3.65
WBGene00234342	-2.61
WBGene00234343	-1.75
WBGene00234345	-0.88
WBGene00234346	-1.53
WBGene00234347	0.54
WBGene00234348	0.88
WBGene00234349	1.57
WBGene00234350	-2.52
WBGene00234360	-4.95
WBGene00234370	-1.98
WBGene00234377	1.19
WBGene00234379	-4.10
WBGene00234382	-3.98
WBGene00234397	-4.46
WBGene00234425	-6.73
WBGene00234461	-2.81
WBGene00234466	-2.99
WBGene00234492	2.24
WBGene00234494	-4.18
WBGene00234498	1.74
WBGene00234511	-1.85
WBGene00234516	-2.59
WBGene00234531	4.31
WBGene00234553	-6.78
WBGene00234566	3.59
WBGene00234574	-2.07
WBGene00234579	1.45
WBGene00234581	1.06
WBGene00234584	-2.84
WBGene00234592	-7.14
WBGene00234594	2.70
WBGene00234599	-6.59
WBGene00234605	-3.49
WBGene00234611	-4.20
WBGene00234621	-4.24
WBGene00234665	-2.35
WBGene00234690	1.41
WBGene00234706	-3.71
WBGene00234710	4.98
WBGene00234752	-1.61
WBGene00234754	-5.87
WBGene00234777	-4.95
WBGene00234785	4.52
WBGene00234803	-4.67
WBGene00234813	-6.36
WBGene00234928	3.03
WBGene00234933	-6.21
WBGene00234935	1.19
WBGene00234938	-0.86
WBGene00234939	-1.16
WBGene00234941	0.70
WBGene00234949	-3.00
WBGene00234950	1.20
WBGene00234954	-0.73
WBGene00234956	-0.61
WBGene00234957	-1.54
WBGene00234960	-3.36
WBGene00234968	0.74
WBGene00234970	0.54
WBGene00234971	-0.69
WBGene00234973	0.54
WBGene00234976	-2.28
WBGene00234977	-1.10
WBGene00234979	-1.65
WBGene00234986	4.58
WBGene00234989	-3.32
WBGene00234994	-9.71
WBGene00234996	-6.63
WBGene00234999	0.85
WBGene00235001	-2.35
WBGene00235002	-2.12
WBGene00235005	-1.91
WBGene00235006	-4.35
WBGene00235011	-0.91
WBGene00235012	-1.35
WBGene00235014	-1.23
WBGene00235015	-1.11
WBGene00235016	-1.39
WBGene00235017	0.66
WBGene00235018	1.60
WBGene00235019	1.84
WBGene00235020	2.45
WBGene00235022	0.67
