# Differential expression analysis for study ERP0009481 contrast  across:biosourceprovider. Values are log2 of fold change for genes found differentially expressed with adjusted p-value < 0.05
# R version: ‘3.5.1’
# DESeq2 version: ‘1.22.1’
# !L3 vs L3 (GA sample): L3 (GA sample) - low replicates (1). L3 - low replicates (1)
	!L3 vs L3 (GA sample)
WBGene00234150	5.10
WBGene00234151	3.92
WBGene00234152	3.30
WBGene00234153	2.95
WBGene00234154	10.35
WBGene00234155	5.60
WBGene00234156	8.57
WBGene00234157	4.82
WBGene00234158	7.34
WBGene00234159	9.52
WBGene00234160	7.28
WBGene00234161	-1.81
WBGene00234162	2.27
WBGene00234163	9.54
WBGene00234164	6.76
WBGene00234165	2.85
WBGene00234166	8.56
WBGene00234167	2.63
WBGene00234169	3.30
WBGene00234173	-1.72
WBGene00234174	1.68
WBGene00234175	7.17
WBGene00234176	2.11
WBGene00234177	3.37
WBGene00234178	-1.56
WBGene00234179	2.57
WBGene00234180	-0.60
WBGene00234181	3.91
WBGene00234182	-4.20
WBGene00234183	5.58
WBGene00234186	-1.17
WBGene00234189	-2.37
WBGene00234192	2.15
WBGene00234194	2.05
WBGene00234196	1.65
WBGene00234197	1.44
WBGene00234198	4.68
WBGene00234199	2.79
WBGene00234200	1.80
WBGene00234202	10.56
WBGene00234203	1.39
WBGene00234205	-1.72
WBGene00234206	2.85
WBGene00234207	8.52
WBGene00234208	-4.52
WBGene00234210	2.20
WBGene00234211	6.36
WBGene00234212	-1.52
WBGene00234214	-0.98
WBGene00234215	3.35
WBGene00234216	4.09
WBGene00234217	5.13
WBGene00234218	-0.68
WBGene00234220	3.38
WBGene00234221	7.35
WBGene00234222	6.86
WBGene00234223	3.03
WBGene00234224	6.25
WBGene00234225	2.08
WBGene00234226	2.93
WBGene00234227	1.32
WBGene00234229	2.30
WBGene00234230	-1.04
WBGene00234231	7.04
WBGene00234232	1.64
WBGene00234233	1.11
WBGene00234236	3.16
WBGene00234237	6.75
WBGene00234238	-1.65
WBGene00234239	1.06
WBGene00234240	4.53
WBGene00234241	-0.69
WBGene00234242	9.33
WBGene00234244	-1.78
WBGene00234246	-1.63
WBGene00234247	-3.54
WBGene00234248	0.92
WBGene00234249	-1.79
WBGene00234250	5.08
WBGene00234251	-3.25
WBGene00234253	-1.99
WBGene00234254	-2.73
WBGene00234255	3.70
WBGene00234256	2.08
WBGene00234257	-1.84
WBGene00234259	9.51
WBGene00234260	-3.78
WBGene00234261	-2.52
WBGene00234262	9.07
WBGene00234263	2.03
WBGene00234264	2.97
WBGene00234265	-2.35
WBGene00234266	-1.54
WBGene00234268	10.69
WBGene00234269	-2.65
WBGene00234271	3.66
WBGene00234272	1.50
WBGene00234273	9.32
WBGene00234274	2.24
WBGene00234275	2.88
WBGene00234276	0.64
WBGene00234278	-1.46
WBGene00234279	-2.37
WBGene00234280	8.68
WBGene00234282	-0.88
WBGene00234285	4.74
WBGene00234287	1.12
WBGene00234288	6.41
WBGene00234289	5.96
WBGene00234290	-0.76
WBGene00234291	-1.50
WBGene00234292	3.28
WBGene00234294	1.95
WBGene00234295	3.45
WBGene00234297	3.35
WBGene00234298	4.76
WBGene00234299	4.98
WBGene00234300	6.08
WBGene00234301	4.55
WBGene00234303	2.94
WBGene00234304	5.83
WBGene00234306	10.14
WBGene00234307	9.62
WBGene00234308	4.90
WBGene00234309	-1.69
WBGene00234313	6.96
WBGene00234314	9.40
WBGene00234315	8.97
WBGene00234316	10.15
WBGene00234317	1.90
WBGene00234318	4.87
WBGene00234319	4.94
WBGene00234320	10.60
WBGene00234321	6.20
WBGene00234322	5.61
WBGene00234323	7.28
WBGene00234324	2.96
WBGene00234325	8.06
WBGene00234326	3.14
WBGene00234329	9.21
WBGene00234330	1.55
WBGene00234331	4.75
WBGene00234332	3.66
WBGene00234333	7.01
WBGene00234334	5.34
WBGene00234335	6.40
WBGene00234336	5.68
WBGene00234337	5.94
WBGene00234338	8.75
WBGene00234339	7.30
WBGene00234340	5.81
WBGene00234341	-1.59
WBGene00234342	8.32
WBGene00234343	5.21
WBGene00234344	-3.82
WBGene00234345	5.65
WBGene00234346	5.84
WBGene00234347	4.28
WBGene00234348	-2.72
WBGene00234349	3.04
WBGene00234350	-3.97
WBGene00234355	-5.34
WBGene00234359	-4.28
WBGene00234360	-3.79
WBGene00234361	-5.79
WBGene00234366	-6.01
WBGene00234377	4.42
WBGene00234379	-10.49
WBGene00234381	6.49
WBGene00234382	-5.75
WBGene00234387	5.33
WBGene00234397	-3.97
WBGene00234403	-4.86
WBGene00234405	-11.16
WBGene00234425	-8.88
WBGene00234453	5.54
WBGene00234466	5.44
WBGene00234492	-4.37
WBGene00234493	-5.93
WBGene00234498	-0.78
WBGene00234511	1.30
WBGene00234516	2.69
WBGene00234518	5.20
WBGene00234535	-4.79
WBGene00234552	-5.66
WBGene00234579	0.94
WBGene00234594	-7.13
WBGene00234599	5.31
WBGene00234605	-1.64
WBGene00234611	7.15
WBGene00234628	-7.60
WBGene00234641	7.01
WBGene00234665	-3.44
WBGene00234690	5.85
WBGene00234706	-1.83
WBGene00234752	6.44
WBGene00234754	-6.75
WBGene00234762	-9.04
WBGene00234773	-7.60
WBGene00234777	-4.15
WBGene00234801	-4.60
WBGene00234827	-11.54
WBGene00234837	-8.47
WBGene00234851	-10.04
WBGene00234862	-11.54
WBGene00234864	-8.01
WBGene00234875	-10.04
WBGene00234930	-4.79
WBGene00234936	4.06
WBGene00234938	0.66
WBGene00234939	8.40
WBGene00234940	-2.93
WBGene00234941	-2.99
WBGene00234943	2.53
WBGene00234944	4.66
WBGene00234950	2.33
WBGene00234951	5.05
WBGene00234952	5.52
WBGene00234954	-1.34
WBGene00234956	2.16
WBGene00234957	-2.32
WBGene00234963	4.51
WBGene00234968	2.00
WBGene00234971	9.09
WBGene00234972	-3.06
WBGene00234973	-3.08
WBGene00234976	3.65
WBGene00234979	6.86
WBGene00234980	3.38
WBGene00234986	-5.62
WBGene00234989	6.08
WBGene00234996	-7.01
WBGene00234999	0.77
WBGene00235000	-2.80
WBGene00235001	2.38
WBGene00235002	6.30
WBGene00235005	-3.24
WBGene00235011	3.71
WBGene00235012	3.40
WBGene00235014	1.13
WBGene00235016	-1.92
WBGene00235017	6.88
WBGene00235018	5.91
WBGene00235019	-1.30
WBGene00235020	7.81
WBGene00235022	5.35
WBGene00235023	2.58
WBGene00235026	5.24
WBGene00235027	-2.49
WBGene00235029	-2.75
WBGene00235030	-1.45
WBGene00235031	7.40
WBGene00235032	-5.37
WBGene00235033	4.96
WBGene00235035	-4.30
WBGene00235036	2.31
WBGene00235040	5.21
WBGene00235046	5.47
WBGene00235047	5.66
WBGene00235048	8.27
WBGene00235049	-1.68
WBGene00235051	1.51
WBGene00235056	4.03
WBGene00235057	1.85
WBGene00235059	3.51
WBGene00235062	-5.01
WBGene00235063	-4.60
WBGene00235064	-14.29
WBGene00235065	-4.51
WBGene00235067	6.84
WBGene00235069	-1.96
WBGene00235070	-1.78
WBGene00235074	-2.08
WBGene00235075	3.46
WBGene00235077	-4.23
WBGene00235105	-2.80
WBGene00235136	6.20
WBGene00235400	-12.81
WBGene00235407	5.19
WBGene00235420	-7.46
WBGene00235430	-4.60
WBGene00235437	-5.79
WBGene00235440	-9.47
WBGene00235447	-5.60
WBGene00235459	-7.46
WBGene00235460	-8.07
WBGene00235467	-11.26
WBGene00235468	-7.33
WBGene00235472	-6.69
WBGene00235501	-2.36
WBGene00235524	-9.04
WBGene00235528	-10.04
WBGene00235531	-10.63
WBGene00235567	-9.47
WBGene00235573	-9.78
WBGene00235636	-10.04
WBGene00235831	-12.31
WBGene00236098	5.79
WBGene00236114	-6.33
WBGene00236141	-8.01
WBGene00236480	-6.60
WBGene00236635	-12.54
WBGene00236678	-8.47
WBGene00236692	-7.82
WBGene00236700	-9.46
WBGene00236704	-9.95
WBGene00236759	-10.46
WBGene00236790	6.70
WBGene00236801	3.85
WBGene00236804	-6.23
WBGene00249811	2.60
WBGene00249818	7.91
WBGene00249823	-3.07
WBGene00255377	-4.91
WBGene00255398	4.75
WBGene00255463	6.16
WBGene00255483	-3.25
WBGene00255484	2.86
WBGene00255501	2.16
WBGene00255502	3.55
WBGene00255510	4.66
WBGene00255511	1.81
WBGene00255513	7.11
WBGene00255526	1.53
WBGene00255529	3.62
WBGene00255532	8.07
WBGene00255533	2.61
WBGene00255534	6.28
WBGene00255536	8.83
WBGene00255552	-11.71
WBGene00255556	6.19
WBGene00255558	5.82
WBGene00255559	1.25
WBGene00255585	6.39
WBGene00255589	-4.60
WBGene00255590	8.63
WBGene00255591	5.26
WBGene00255592	5.40
WBGene00255593	-2.89
WBGene00255599	-14.20
WBGene00255601	3.43
WBGene00255602	2.03
WBGene00255604	-11.54
WBGene00255608	1.70
WBGene00255699	-6.75
WBGene00255707	6.26
WBGene00255710	7.35
WBGene00268200	0.79
WBGene00268218	-4.69
WBGene00268224	4.28
WBGene00268226	-12.54
WBGene00268229	-10.91
WBGene00268231	-5.28
WBGene00268232	-2.87
WBGene00268234	-11.16
WBGene00268235	-5.16
WBGene00268238	-8.56
WBGene00268240	-1.16
WBGene00268258	-3.62
WBGene00268276	-10.04
WBGene00268290	5.60
WBGene00268299	4.81
WBGene00268327	-12.41
WBGene00268335	-6.54
WBGene00268336	-10.26
WBGene00268347	-10.63
WBGene00268348	-4.60
WBGene00268349	-11.63
WBGene00268352	6.00
WBGene00268353	-9.26
WBGene00268354	-3.98
WBGene00268373	-11.36
WBGene00268379	-10.46
WBGene00268381	-5.78
WBGene00268385	7.75
WBGene00268386	4.63
WBGene00268391	-6.16
WBGene00268394	4.00
WBGene00268395	6.32
WBGene00268398	4.84
WBGene00268401	-7.45
WBGene00268415	-6.01
WBGene00268425	1.67
WBGene00268427	-11.16
WBGene00268438	-4.82
WBGene00268441	-8.82
WBGene00268442	-7.82
WBGene00268449	-4.14
WBGene00268450	-13.91
WBGene00268452	-13.24
WBGene00268454	-1.46
WBGene00268456	-12.98
WBGene00268461	-14.13
WBGene00268463	-3.69
WBGene00268464	-6.01
WBGene00268465	-4.68
WBGene00268467	-2.22
WBGene00268471	-11.21
WBGene00268473	-7.29
WBGene00268474	-8.47
WBGene00268475	-5.08
WBGene00268476	-2.05
WBGene00268478	-7.50
WBGene00268492	-1.98
WBGene00268493	-6.94
WBGene00268494	-6.23
WBGene00268498	-4.72
WBGene00268515	-12.66
WBGene00268519	-8.46
WBGene00268521	-2.67
WBGene00268524	-2.17
WBGene00268527	6.65
WBGene00268535	7.13
WBGene00268536	-6.75
WBGene00268537	5.53
WBGene00268538	1.03
WBGene00268541	-9.47
WBGene00268542	-2.21
WBGene00268548	-3.31
WBGene00268550	-4.79
WBGene00268551	-2.88
WBGene00268552	-12.41
WBGene00268553	6.51
WBGene00268554	-4.50
WBGene00268555	-10.82
WBGene00268558	-2.71
WBGene00268564	6.20
WBGene00268568	-3.21
WBGene00268573	3.85
WBGene00268575	-9.26
WBGene00268577	-5.85
WBGene00268578	-4.84
WBGene00268581	-5.60
WBGene00268585	6.38
WBGene00268588	6.38
WBGene00268589	5.44
WBGene00268591	-5.18
WBGene00268593	-9.30
WBGene00268594	-9.04
WBGene00268595	-7.37
WBGene00268596	-10.91
WBGene00268616	4.35
WBGene00268617	-1.94
WBGene00268619	-10.07
WBGene00268620	1.18
WBGene00268623	-12.66
WBGene00268625	-3.43
WBGene00268627	-3.88
WBGene00268628	-13.41
WBGene00268629	-13.85
WBGene00268633	-4.71
WBGene00268634	-2.14
WBGene00268637	-9.27
WBGene00268643	-6.33
WBGene00268644	-6.33
WBGene00268645	-6.43
WBGene00268646	1.86
WBGene00268648	-6.49
WBGene00268657	4.63
WBGene00268660	-6.33
WBGene00268665	5.09
WBGene00268668	7.99
WBGene00268670	5.63
WBGene00268671	-8.46
WBGene00268675	3.11
WBGene00268686	-7.46
WBGene00268687	-11.46
WBGene00268689	-2.96
WBGene00268691	-7.82
WBGene00268692	-12.64
WBGene00268693	1.60
WBGene00268695	-4.40
WBGene00268697	-8.26
WBGene00268698	2.79
WBGene00268701	-2.06
WBGene00268702	-7.23
WBGene00268706	-6.26
WBGene00268708	-4.01
WBGene00268713	-7.18
WBGene00268716	-2.04
WBGene00268718	-3.74
WBGene00268719	-4.01
WBGene00268722	-2.40
WBGene00268725	-5.20
WBGene00268728	-7.60
WBGene00268729	2.04
WBGene00268741	-4.88
WBGene00268742	-5.19
WBGene00268743	-2.76
WBGene00268747	-11.20
WBGene00268748	-5.79
WBGene00268753	-11.04
WBGene00268756	-10.91
WBGene00268757	-5.50
WBGene00268759	-10.04
WBGene00268762	-5.75
WBGene00268764	-5.26
WBGene00268765	-7.36
WBGene00268767	-8.46
WBGene00268769	-9.46
WBGene00268778	-5.60
WBGene00268779	-2.17
WBGene00268780	-4.01
WBGene00268784	1.57
WBGene00268785	-6.33
WBGene00268787	-14.03
WBGene00268797	-11.26
WBGene00268798	1.07
WBGene00268799	-3.14
WBGene00268800	-1.65
WBGene00268801	-7.01
WBGene00268803	5.06
WBGene00268805	-2.35
WBGene00268806	-10.04
WBGene00268808	-4.45
WBGene00268810	-6.55
WBGene00268815	-5.69
WBGene00268816	-7.82
WBGene00268817	-11.04
WBGene00268819	-4.28
WBGene00268822	-1.04
WBGene00268826	-11.85
WBGene00268830	-4.79
WBGene00268833	-8.01
WBGene00268841	4.47
WBGene00268842	-8.47
WBGene00268845	-8.71
WBGene00268847	-6.82
WBGene00268849	-1.96
WBGene00268852	-8.18
WBGene00268853	-3.36
WBGene00268854	-8.46
WBGene00268855	-6.14
WBGene00268858	-5.54
WBGene00268860	2.29
WBGene00268861	5.39
WBGene00268862	-10.06
WBGene00268863	-5.60
WBGene00268865	-4.78
WBGene00268868	-4.14
WBGene00268869	-1.25
WBGene00268870	-6.17
WBGene00268872	-2.09
WBGene00268874	-9.78
WBGene00268875	-5.24
WBGene00268877	-6.28
WBGene00268878	-5.56
WBGene00268879	-2.44
WBGene00268880	-6.01
WBGene00268882	-8.46
WBGene00268883	-8.42
WBGene00268884	-7.71
WBGene00268891	-5.23
WBGene00268893	-9.46
WBGene00268896	1.67
WBGene00268901	-3.63
WBGene00268902	-5.58
WBGene00268908	8.22
WBGene00268910	10.26
WBGene00268912	7.51
WBGene00268914	6.33
WBGene00268917	-1.27
WBGene00268922	-6.60
WBGene00268923	-4.23
WBGene00268924	-7.33
WBGene00268925	-2.02
WBGene00268926	-3.99
WBGene00268927	5.34
WBGene00268931	-3.06
WBGene00268933	-8.06
WBGene00268934	-9.04
WBGene00268935	-5.90
WBGene00268936	-7.23
WBGene00268938	-4.55
WBGene00268942	-8.92
WBGene00268947	-11.04
WBGene00268954	4.62
WBGene00268960	6.57
WBGene00268964	-4.28
WBGene00268969	-2.29
WBGene00268970	-2.01
WBGene00268972	-4.66
WBGene00268975	-2.93
WBGene00268976	-11.10
WBGene00268977	-3.10
WBGene00268978	-5.96
WBGene00268981	-4.01
WBGene00268986	-1.79
WBGene00268995	-11.04
WBGene00268998	-7.42
WBGene00268999	-10.91
WBGene00269001	-6.78
WBGene00269003	-3.61
WBGene00269016	-2.47
WBGene00269017	3.71
WBGene00269019	-6.32
WBGene00269023	-10.17
WBGene00269027	3.59
WBGene00269033	-5.75
WBGene00269035	-6.18
WBGene00269037	-1.61
WBGene00269039	-7.64
WBGene00269042	-2.51
WBGene00269043	-10.55
WBGene00269044	-5.01
WBGene00269045	-7.63
WBGene00269052	-7.33
WBGene00269053	-6.23
WBGene00269057	4.84
WBGene00269063	8.52
WBGene00269084	1.28
WBGene00269097	-6.60
WBGene00269100	-3.28
WBGene00269103	2.45
WBGene00269104	-2.61
WBGene00269105	-8.01
WBGene00269107	6.03
WBGene00269108	-7.27
WBGene00269110	-3.38
WBGene00269118	-12.21
WBGene00269121	1.98
WBGene00269124	5.52
WBGene00269127	-7.01
WBGene00269129	-7.01
WBGene00269130	-4.26
WBGene00269132	3.35
WBGene00269136	-6.27
WBGene00269138	-6.37
WBGene00269140	-3.21
WBGene00269141	-2.39
WBGene00269142	-10.04
WBGene00269143	-6.49
WBGene00269144	-10.63
WBGene00269145	1.87
WBGene00269147	-8.92
WBGene00269149	-8.14
WBGene00269152	-7.15
WBGene00269162	-7.46
WBGene00269164	-5.55
WBGene00269176	4.75
WBGene00269179	4.66
WBGene00269182	5.21
WBGene00269186	-1.66
WBGene00269193	-6.93
WBGene00269197	6.97
WBGene00269199	1.69
WBGene00269201	-12.85
WBGene00269203	-8.90
WBGene00269204	-4.08
WBGene00269211	-3.93
WBGene00269212	1.03
WBGene00269213	-5.54
WBGene00269215	-6.29
WBGene00269219	-8.82
WBGene00269221	-9.46
WBGene00269222	-3.65
WBGene00269223	-7.94
WBGene00269224	-6.75
WBGene00269225	1.33
WBGene00269226	-2.84
WBGene00269227	-2.45
WBGene00269231	-11.16
WBGene00269232	-5.60
WBGene00269235	3.70
WBGene00269237	-4.55
WBGene00269241	-0.74
WBGene00269242	-5.50
WBGene00269243	2.10
WBGene00269244	2.93
WBGene00269245	-6.82
WBGene00269248	5.25
WBGene00269250	7.30
WBGene00269251	5.33
WBGene00269252	-10.04
WBGene00269256	1.96
WBGene00269257	-6.33
WBGene00269258	-2.10
WBGene00269263	-6.25
WBGene00269264	-2.60
WBGene00269265	-2.07
WBGene00269266	-1.48
WBGene00269267	2.59
WBGene00269268	3.14
WBGene00269272	8.46
WBGene00269273	8.32
WBGene00269274	-2.35
WBGene00269277	4.01
WBGene00269278	0.74
WBGene00269279	-4.81
WBGene00269281	-2.86
WBGene00269284	-9.46
WBGene00269292	-6.01
WBGene00269296	-1.58
WBGene00269297	-3.21
WBGene00269300	-0.82
WBGene00269301	5.88
WBGene00269304	-10.42
WBGene00269305	3.13
WBGene00269306	-6.23
WBGene00269308	-8.47
WBGene00269310	-0.96
WBGene00269311	-8.46
WBGene00269316	5.73
WBGene00269318	2.62
WBGene00269319	-8.26
WBGene00269320	-3.45
WBGene00269321	4.72
WBGene00269322	-5.23
WBGene00269324	7.00
WBGene00269325	3.95
WBGene00269328	-4.56
WBGene00269330	2.41
WBGene00269334	-2.54
WBGene00269335	-0.89
WBGene00269339	-2.06
WBGene00269340	7.42
WBGene00269342	-2.04
WBGene00269343	-10.71
WBGene00269345	-1.76
WBGene00269347	-1.08
WBGene00269348	-2.48
WBGene00269349	-1.43
WBGene00269350	-3.90
WBGene00269351	6.95
WBGene00269354	-5.43
WBGene00269357	-4.11
WBGene00269358	5.93
WBGene00269362	-6.39
WBGene00269363	10.53
WBGene00269365	2.92
WBGene00269366	4.76
WBGene00269368	6.57
WBGene00269369	4.54
WBGene00269370	-2.43
WBGene00269371	-5.50
WBGene00269372	-1.66
WBGene00269439	-1.29
WBGene00269491	-6.43
WBGene00269527	-9.78
WBGene00269530	-9.78
WBGene00269596	-11.22
WBGene00269612	-14.29
WBGene00269621	-8.01
WBGene00269667	-13.52
WBGene00269682	-10.91
WBGene00269717	-10.26
WBGene00269726	-10.26
WBGene00269728	-10.26
WBGene00269740	-9.71
WBGene00269741	-7.18
WBGene00271428	-4.43
