# Gene expression in TPM for each run in  study SRP066611
	SRR2954987	SRR2954988	SRR2954989	SRR2954990	SRR2954991	SRR2954992	SRR2954999	SRR2955000	SRR2955001	SRR2954996	SRR2954997	SRR2954998	SRR2955005	SRR2955006	SRR2954993	SRR2954994	SRR2954995	SRR2955002	SRR2955003	SRR2955004
WBGene00223290	20.52	24.21	18.12	24.48	22.52	17.17	15.14	14	12.46	3.73	18.88	24.51	13.22	16.85	18.18	20.13	3.28	25.7	17.29	16.53
WBGene00223291	92.53	96.38	102.3	103.52	95.01	90.94	109.75	76.86	99.02	72.26	71.04	78.56	118.45	122.58	127.34	96.8	59.71	88.65	103.64	97.44
WBGene00223292	60.99	55.37	52.08	64.95	64.91	75.62	78.36	67.65	74.62	27.48	72.95	72.85	56.14	65.11	84.08	71.48	29.28	57.3	60.92	67.14
WBGene00223293	35.07	29.86	66.55	57.99	52.73	50.19	39.65	47.01	36.71	16.37	31.04	79.09	20.7	29.55	44.01	22.98	8.99	43.43	28.43	43.47
WBGene00223294	217.02	176.83	157.03	212.55	184.91	253.23	204.7	225.9	249.87	178.95	229.67	240.93	233.26	232.93	254.18	253.59	193.64	248.73	258.56	271.15
WBGene00223295	32.07	36.27	35	50.07	59.3	45.44	50.9	51.84	53.49	13.05	40.1	61.35	42.55	34.7	40.97	39.96	13.74	57.9	47	61.7
WBGene00223296	164.99	159.78	168.42	148.19	139.02	129.57	114.26	122.01	143.85	129.63	161.92	102.19	162.01	108.39	162.47	182.88	149.59	149.27	85.84	162.44
WBGene00223297	63.9	114.48	74.26	66.86	63.67	48.98	52.33	58.77	38.46	21.06	60.57	92.75	45.68	17.47	40.39	50.52	10.53	50.75	40.79	42.42
WBGene00223298	4.43	10.13	9.86	11.09	5.57	10.38	1.53	7.93	7.53	5.32	8.55	7.4	10.27	7.64	2.75	10.64	0	7.76	6.97	4.49
WBGene00223299	24.11	40.04	43.29	56.59	65.2	54.69	42.87	36.24	44.66	18.68	36.07	60.7	57.14	56.34	45.84	42.74	13.07	68.21	39.77	57.9
WBGene00223300	83.77	117.77	78.49	88.23	95.74	92.54	67.03	78.85	83.66	55.43	78.48	70.75	65.43	35.02	70.87	90.09	31.27	59.36	63.24	97.34
WBGene00223301	16.68	12.28	22.5	13.48	19.06	26.64	10.44	10.87	13.7	10.76	14.64	25.35	17.58	13.07	21.16	20.82	7.64	6.65	17.89	10.26
WBGene00223302	114.11	122.69	135.47	125.44	145.36	110.52	91.18	114.5	109.66	43.85	137.57	127.21	70.58	129.08	124.58	103.45	15.34	112.06	111.3	111.18
WBGene00223303	77.24	65.68	70.02	88.34	71.73	77.14	68.02	99.09	80.25	43.61	91.58	107.64	79.75	68.12	83.04	64.81	41.29	71.19	96.67	103.94
WBGene00223305	265.62	224.67	208.2	251.74	223.4	241.09	260.93	214.51	261.5	416.64	303.59	151.18	267.58	235.47	351.02	375.8	534.22	303.43	217.04	237.32
WBGene00223306	56.7	68.63	68.45	55.65	58.46	56.24	57.35	58.06	36.84	19.65	43.47	47.66	36.54	29.49	36.29	40.18	16.63	43.4	44.25	51.76
WBGene00223307	65.35	104.15	39.01	39.66	46.65	33.82	52.54	48.02	24.98	24.98	53.37	70.09	58.18	29.15	45.4	41.77	16.62	47	40.54	50.22
WBGene00223308	16.58	22.71	21.42	21.77	18.61	13.87	19.88	16.97	12.59	5.01	14.87	31.35	9.73	5.1	9.64	7.62	2.49	22.06	8.15	26.54
WBGene00223309	36.5	48.31	34.69	40.23	41.71	35.34	27.01	33.51	26.62	12.19	25.64	62.21	34.99	14.56	35.55	48.69	7.09	34.38	21.36	32.66
WBGene00223310	60.09	55.81	60.02	67.25	67.8	66.2	47.76	60.74	54.05	23.55	89.31	111.65	44.68	39.85	66.91	68.79	15.53	40.53	57.57	57.34
WBGene00223311	33.44	31.41	31.02	35.38	24.73	23.05	20.33	31.72	21.96	16.65	24.71	30.15	15.21	20.35	47.29	33.78	21.48	34.5	17.41	29.95
WBGene00223312	83.53	95.86	135.4	91.78	88.36	117.2	125.7	84.29	106.05	32.76	62.68	144.66	81.52	81.12	105.65	91.91	65.4	78.22	98.89	79.57
WBGene00223313	16.92	4.03	0	10.26	0	0	0	15.16	4.5	4.62	0	23.58	0	0	0	0	0	0	0	0
WBGene00223314	165.62	151.5	170.69	127.79	108.66	117.61	121	134.89	168.96	127.86	109.9	172.51	155.23	112.51	134.91	169.48	205.16	135.69	125.02	141.5
WBGene00223315	24.53	17.84	41.66	23.53	29.62	25.99	18.62	23.84	19.01	7.72	19.28	27.81	19.29	11.47	27.09	12.85	2.79	14.58	19.63	33.76
WBGene00223316	21.41	23.98	15.89	23.36	25.79	14.63	19.36	23.98	16.22	6.14	16.55	40.28	22.76	12.92	13.28	18.38	1.8	21.12	18.95	19.01
WBGene00223318	81.3	123.82	97.48	81.35	70.64	61.96	63.18	72.84	61.66	29.77	93.87	71.85	70.92	58.13	59.97	74.91	26.65	60.86	85.8	68.77
WBGene00223319	70.87	67.56	105.18	70.72	69.64	74.45	67.34	73.57	55.6	27.22	71.77	87.18	47.24	70.8	97.03	68.82	9.85	64.29	76.9	95.91
WBGene00223320	3.9	1.24	9.65	2.1	0	5.08	4.48	0	2.76	0	0	7.25	0	0	0	0	0	5.7	0	4.4
WBGene00223321	23.82	35.8	22.09	62.93	30.71	26.83	45.75	34.47	43.33	11.5	44.24	35.74	24.79	11.06	12.79	26.74	7.69	44.17	39.63	61.98
WBGene00223322	0.37	1.05	1.36	2.08	0	0	0	0	3.52	0	1.42	0	0	0	1.14	2.53	0	3.22	1.45	2.49
WBGene00223323	295.12	260.51	317.98	257.5	247.35	277.9	247.85	286.86	315.46	188.04	259.33	265.9	359.49	278.86	303.46	308.22	135.83	311.95	251.23	259.87
WBGene00223324	12.48	13.3	21.79	19.59	30.77	14.34	20.23	15.79	14.05	6.41	8.51	28.65	14.19	15.2	18.22	15.13	14.8	19.32	17.33	17.39
WBGene00223325	74.83	107.12	47.42	72.32	75.88	56.16	53.19	63.94	45.01	25.59	60.71	92.03	62.8	33.06	71.86	75.9	8.95	49.03	53.42	55.86
WBGene00223326	161.2	159.71	141.28	127.22	191.49	173.51	144.27	122.82	148.43	101.17	142.24	113.2	107.96	96.31	129.92	61.03	98.09	139.12	169.74	137.42
WBGene00223328	382.72	397.44	448.2	424.72	524.16	482.26	456.58	415.68	475.07	147.07	332.55	473.74	471.18	499.6	523.92	479.12	127.52	534.31	491.96	464.76
WBGene00223329	38.62	51.97	36.52	59.37	31.73	41.41	62.6	46.13	55.55	12.4	49.75	71.76	43.91	31.34	49.32	57.21	12.72	39.84	50.63	43.55
WBGene00223330	148.84	123.8	167.83	143.9	177.34	142.48	80.41	73.21	124.11	111.53	163.53	170.81	135.4	100.65	153.89	130.29	112.77	51.18	86.09	108.61
WBGene00223331	5.58	3.19	12.41	6.31	9.35	8.71	0	11.99	5.93	7.31	0	6.22	0	15.39	6.92	3.83	11.24	4.89	4.39	0
WBGene00223333	5.92	7.53	8.37	7.52	4.73	7.71	3.89	4.04	5.1	2.46	3.27	9.43	5.45	2.92	7.87	7.75	0	4.95	1.11	6.68
WBGene00223334	227.03	331.29	249.52	246.36	245.99	186.75	222.26	229.87	189.7	84.47	234.35	290.36	257.01	197.09	207.4	194.92	56.17	255.65	214.06	265.67
WBGene00223335	10.01	28.63	18.57	22.25	36.71	19.55	8.62	31.39	23.95	19.13	24.18	13.95	24.19	17.26	27.17	34.38	29.43	27.43	39.38	33.87
WBGene00223337	49.01	62.04	36.17	42.17	46.37	34.99	35.39	39.66	28.57	12.95	45.82	63.15	41.76	18.17	35.14	33.48	6.2	30.03	33.16	37.44
WBGene00223338	93.07	97.59	149.64	109.71	146.26	124.2	122.88	122.3	125.33	38.11	122.88	134.02	98.96	109.68	146.75	122.53	54.73	102.01	73.22	115.46
WBGene00223339	45.12	59.51	78.04	68.83	55.45	66.25	86.47	80.25	45.81	14.82	48.51	79.43	41.97	30.42	57.88	32.62	3.42	58.01	34.69	86.09
WBGene00223341	33.54	39.4	22.22	29.53	17.57	46.79	30.95	32.2	22.92	15.04	30.09	46.74	34.74	35.12	40.87	43.2	12.08	28.89	23.56	38.5
WBGene00223342	201.59	175.14	146.27	152.72	155.86	174.32	166.53	199.93	219.05	104.77	267.33	199.02	198.44	210.37	186.89	196.71	109.97	179.37	213.58	216.43
WBGene00223343	152.8	152.94	119.68	142.04	128.07	122.67	108.18	115.6	111.91	129.76	108.25	123.02	111.59	76.12	131.65	139.93	139.76	52.1	106.84	97.65
WBGene00223345	23.81	36.24	23.25	25.67	14.01	16.32	20.15	17.97	9.33	8.21	27.45	18.63	17.77	11.53	24.62	17.22	4.21	5.5	24.65	15.55
WBGene00223346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00223348	10.72	6.81	16.57	11.56	41.19	20.94	12.31	6.4	19	7.8	0	34.86	17.27	9.24	11.09	24.55	3	7.83	7.03	12.09
WBGene00223349	11.03	14.79	17.91	15.89	15.9	17.51	19	12.36	17.6	7.53	9.33	23.06	13.33	9.51	9.63	16.58	8.11	24.19	9.49	21
WBGene00223350	140.51	202.2	193.23	202.16	172.78	186.46	153.22	184.7	144.76	59.83	153.04	169.34	151.01	170.27	180.05	229.16	30.99	145.09	185.64	148.67
WBGene00223351	45.28	56.9	34.36	35.77	12.94	28.14	17.72	3.69	13.13	26.97	11.93	34.42	27.85	24.85	15.96	3.53	17.29	4.51	16.19	10.45
WBGene00223352	4.8	3.43	4.45	3.88	10.06	4.69	4.14	4.3	3.83	7.87	4.64	0	0	0	7.45	0	0	5.26	4.72	8.12
WBGene00223353	8.02	9.55	12.39	7.02	11.2	5.22	9.2	0	4.97	2.92	5.16	11.17	5.17	9.22	4.14	6.88	2.24	5.86	2.63	4.52
WBGene00223354	426.85	584.39	326.39	346.3	396.77	359.01	528.56	623.48	407.66	377.75	573.19	391.41	503.32	453.08	439.29	349.54	322.1	496.39	529.11	443.11
WBGene00223355	20.5	17.85	52.92	69.18	33.62	41.78	30.7	41.53	55.92	31.15	55.12	49.69	55.15	46.12	30.42	48.98	14.98	97.71	56.1	39.21
WBGene00223356	38.36	40.98	88.34	37.42	30.49	33.58	27.34	52.15	30.24	9.39	15.34	55.3	17.9	20.53	30.77	22.71	8.89	23.2	36.42	31.33
WBGene00223357	15.45	17.8	35.83	21.86	5.4	25.15	15.52	20.77	21.9	4.92	7.46	14.36	9.96	19.99	21.97	6.63	8.65	19.76	30.39	13.07
WBGene00223358	14.32	22.07	42.95	19.95	26.81	15.47	18.89	18.56	17.81	5.32	14.13	27.17	5.89	19.96	28.35	21.97	2.05	28.05	20.37	22.67
WBGene00223359	34.01	44.68	47.74	50.52	34.67	75.39	63.32	29.65	59.61	35.12	31.97	71.73	46.2	50.72	62.72	44.19	27.79	60.45	54.23	46.64
WBGene00223361	35.67	34	37.53	32.71	24.54	20.79	23.84	32.44	30.56	20.93	16.46	53.42	18.52	23.87	29.72	21.94	17.89	30.34	16.75	48.63
WBGene00223362	148.54	126.07	90.59	146.38	144.96	103.31	70.08	58.34	144.93	228.83	86.49	113.42	236	119.3	119.91	111.8	218.77	124.89	120.05	144.56
WBGene00223363	38.89	62.23	38.47	42.1	43.46	30.38	27.6	29.56	24.05	15.95	29.14	48.61	28.25	17.88	38.01	24.28	3.17	33.06	27.81	35.08
WBGene00223364	32.41	39.72	51.53	38.76	33.26	25.83	37.59	23.7	27.42	10.83	39.62	58.99	19.18	17.11	25.64	12.49	3.33	18.85	23.41	40.28
WBGene00223365	4.66	3.67	8.22	9.33	6.35	9.1	6.42	7.52	5.33	3.31	5.85	8.45	5.86	4.42	8.68	4	4.31	9.2	3.67	7.49
WBGene00223366	61.61	81.72	89.45	64.96	67.36	73.24	59.97	48	68.35	54.11	41.41	67.2	36.25	60.06	49.86	59.8	81.01	64.6	26.34	54.38
WBGene00223367	0.85	7.33	0	4.14	3.58	0	0	0	0	5.6	3.3	0	6.61	11.79	2.65	0	0	0	0	0
WBGene00223368	63.81	91.69	67.64	91.98	84.3	57.7	71.45	66.46	52.13	26.08	65.59	94.61	48.61	45.53	65.32	45.34	13.73	75.79	44.51	58.49
WBGene00223369	380.57	409.21	323.58	375.37	412.95	384.87	421.32	438.38	428.67	755.61	547.11	334.61	420.39	363.3	340.78	497.9	768.74	342.64	436.59	463.67
WBGene00223370	4.64	13.26	17.2	37.47	58.28	27.16	7.98	16.61	29.57	70.86	62.7	0	35.84	79.94	50.33	47.76	116.82	50.81	54.7	39.21
WBGene00223372	62.96	49.52	96.36	50.9	62.67	39.96	40.66	59.23	68.61	38.67	30.41	52.65	39.56	43.43	58.59	59.47	31.73	55.21	52.63	61.24
WBGene00223373	27	32.38	29.09	55.98	56.58	30.62	40.5	32.78	40.28	15.22	43.76	58.27	35.36	28.54	31.07	29.92	5.85	53.47	37.69	29.47
WBGene00223374	41.15	51.95	28.88	55.38	52.2	52.99	56.69	47.03	30.03	14.09	42.12	75.63	42.14	19.95	43.47	48.13	14.95	43.88	36.75	57.19
WBGene00223375	229.3	247.13	179.55	163.92	169	184.51	238.12	194.08	208.24	201.29	227.08	186.26	227.19	182.8	164.4	162.24	236.16	252.58	126.9	226.1
WBGene00223377	14.58	13.46	16.9	11.42	9.55	5.34	18.83	14.7	7.75	5.47	22.89	15.24	7.05	14.14	11.31	18.78	3.06	17.98	5.38	4.62
WBGene00223379	22.7	27.38	46.05	36.4	47.55	29.09	41.53	26.69	24.88	8.13	15.07	57.32	10.97	14.68	27.5	23.14	5.96	24.88	19.53	38.39
WBGene00223380	1.18	2.25	8.74	4.76	2.47	2.3	6.08	0	2.5	2.57	4.55	3.28	2.28	0	1.83	6.07	1.98	2.58	6.95	3.98
WBGene00223381	16.56	18.11	25.3	23.23	24.49	19.02	26.84	45.38	44.01	10.63	22.58	57.01	33.89	52.07	21.15	38.47	16.36	44.84	30.65	37.9
WBGene00223382	37.59	35.83	38.04	52.48	38.19	44.49	51	28.58	66.6	49.75	39.62	25.4	44.04	51.07	63.6	74.33	57.41	34.96	71.69	34.68
WBGene00223383	0	0	4.45	1.94	0	0	0	0	0	1.31	0	0	0	4.14	0	4.12	4.03	0	0	0
WBGene00223384	6.66	10.59	12.36	35.01	13.96	30.36	19.13	23.88	27.16	23.04	25.75	6.19	12.88	15.32	20.67	34.33	18.66	19.48	17.47	15.03
WBGene00223385	14.04	24.09	15.63	23.27	17.65	30.16	41.11	15.1	50.75	3.83	10.85	23.48	13.57	12.11	17.42	2.41	2.36	21.55	24.85	21.38
WBGene00223387	1.27	1.82	4.72	1.54	2.67	4.97	0	4.56	0	2.08	2.46	3.55	2.46	2.19	0	4.37	2.14	5.58	7.51	0
WBGene00223388	58.12	86.96	60.05	57.98	52.41	60.34	50.68	38.23	22.29	10.44	48.33	55.36	29.86	24.1	35.37	40.42	7.42	29.03	46.3	31.11
WBGene00223389	79.97	69.87	131.86	95.16	139.63	95.43	130.06	143.29	103.9	46.08	85.84	148.58	85.88	84.27	68.9	114.43	44.78	116.86	87.37	142.78
WBGene00223390	35.4	40.69	50.22	58.91	65.45	85.4	28.69	93.29	49.81	48.88	60.35	58.04	52.33	82.59	83.97	85.82	66.47	86.73	32.76	66.93
WBGene00223391	20.99	15.79	43.03	25.89	41.66	30.2	20.92	19.79	19.37	9.04	14.94	24.63	19.22	20.95	20.56	18.97	3.71	14.53	8.69	22.42
WBGene00223392	37.85	36.46	39.91	39.94	38.4	29.57	28.82	29.99	31.34	11.75	46.19	46.64	41.59	30.23	51.91	31.47	8.03	36.68	15.67	32.35
WBGene00223393	24.24	25.06	45.6	30.08	18.6	28	29.4	40.38	27.59	10.44	26.39	49.48	18.48	21.2	24.36	14.07	19.5	34.43	17.46	34.65
WBGene00223394	67.35	81.46	107.08	76.39	68.78	83.99	54.58	52.73	58.96	19.77	63.42	100.94	50.32	70.27	64.95	52.48	19.01	109.17	46.74	80.42
WBGene00223395	12.2	9.3	11.32	14.3	25.56	14.29	10.5	8.74	17.51	10.66	9.43	17	9.43	8.41	13.24	16.76	2.05	18.72	9.6	22.7
WBGene00223396	35.49	22.56	33.57	58.51	46.66	40.77	62.32	39.91	52.53	21.28	37.65	58.19	26.91	72.01	58.28	23.9	23.38	36.61	38.32	37.67
WBGene00223398	419.31	410.11	462.66	414.53	457.26	462.7	413.4	519.52	499.63	333.58	548.14	477.88	533.35	413.96	461.74	452.35	379.71	522.8	438.37	456.17
WBGene00223399	13.69	15.16	17.18	19.37	16.88	11.01	10.4	8.66	11.99	5.28	13.23	43.78	8.56	9.03	14.37	6.92	6.77	14.13	14.26	12.94
WBGene00223400	100.58	100.62	103.45	49.1	33.39	66.12	48.02	28.55	65.64	50.02	46.18	61.06	65.45	51.52	74.13	54.72	40.15	65.49	50.92	64.01
WBGene00223401	42.86	59.79	62.05	48.16	50.38	32.66	23.4	43.08	21.67	17.12	38.37	32.05	30.31	34.25	30.8	41.28	14.05	32.08	47.28	37.13
WBGene00223402	0.18	0.17	0.27	0.06	0	0	0.25	0	0	0.12	0	0	0.14	0.12	0.11	0.12	0	0.16	0.28	0.12
WBGene00223403	6.49	5.46	7.08	6.79	4.8	4.47	6.58	8.21	4.06	0	5.9	10.64	8.86	6.59	9.48	3.93	1.28	3.35	4.51	0
WBGene00223404	97.25	110.53	108.24	100.37	72.1	87.65	92.75	50.93	81.12	48.19	80.94	100.07	86.76	87.72	88.17	77.07	40.21	104.95	88.27	73.39
WBGene00223405	55.16	50.64	31.77	68.99	33.46	41.39	65.99	68.15	37.81	52.46	74.6	55.83	44.33	50.56	78.79	63.31	28.77	61.09	66.23	39.29
WBGene00223406	9.11	13.03	24.42	19.23	18.03	10.88	23.54	13.61	17.22	6.91	18.59	23.99	18.59	10.48	13.35	14.78	4.25	14.43	22.9	13.7
WBGene00223407	364.9	242.08	417.73	269.71	272.08	301.73	373.64	323.98	292.69	173.18	190.55	375.64	197	391.16	453.75	366.91	193.29	252.22	320.02	364.24
WBGene00223408	121.89	134.45	161.01	120.2	104.3	114.66	123.09	57.18	99.73	133.09	123.31	92.49	111.03	52.83	124.71	96.44	126.51	95.13	97.9	86.37
WBGene00223409	27.64	37.27	38.25	31.02	30.61	30.76	23.68	20.01	15.83	10.16	23.24	35.92	16.61	14.82	21.77	31.48	4.33	18.84	17.46	19.86
WBGene00223410	0.74	4.26	11.05	3.61	12.48	5.82	7.69	2.67	2.37	3.25	5.75	12.45	2.88	7.7	11.55	7.67	15.01	13.06	5.86	5.04
WBGene00223411	276.54	322.7	280.51	255.47	316.84	258.05	234.6	290.48	225.93	95.19	218.46	220.21	263.34	225.52	300.01	264.33	54.93	253.83	257.19	241.96
WBGene00223412	29.77	42.38	14.18	38.54	32.04	28.29	36.72	42.54	33.58	38.66	38.09	39.25	46.67	27.75	47.42	35.23	20.95	37.04	35.61	40.16
WBGene00223413	191.37	191.54	182.57	172.37	211.95	170.84	164.78	142.06	111.9	76.12	195.44	167.62	211.39	122.58	169.6	169	82.67	167.8	150.54	110.99
WBGene00223414	27.41	31.58	59.26	35.23	33.88	25.42	31.24	29.68	24.11	7.97	28.96	39.57	20.59	11.56	21.41	12.19	5.3	45.82	25.6	46.04
WBGene00223415	124.11	139.18	117.37	109.37	108.1	115.96	100.58	95.93	97.79	42.51	118.49	135.64	109.14	97.36	101.15	127.03	29.44	106.69	80.4	103.74
WBGene00223416	49.07	50.56	51.66	49.84	72.24	72.51	70.8	64.16	89.52	38.37	46.12	66.53	84.6	100.62	53.47	56.93	35.65	116.28	88.67	83
WBGene00223417	0.4	0.38	0	0.32	0	0	0	0	0	0	0	0	1.53	0	0	0	0	0	0	1.34
WBGene00223418	17.77	19.67	31.9	42.63	38.43	40.3	43.44	43.14	35.35	9.39	22.15	31.95	19.95	39.54	30.23	37.4	11.56	40.21	33.82	58.18
WBGene00223420	1.51	2.87	0	3.65	3.16	5.88	2.59	0	0.8	3.29	2.91	0	0	2.6	14.01	2.59	2.53	0	0	2.55
WBGene00223421	1.09	1.04	0	3.54	0	0	0	0	0	1.19	8.45	0	0	0	0	0	0	0	0	0
WBGene00223422	0.88	0	1.62	2.48	1.83	0	1.51	1.57	0.93	2.39	3.38	7.32	0	1.51	2.72	0	2.94	7.68	5.16	2.96
WBGene00223423	40.33	47.36	74.82	70.4	46.54	49.09	60.4	54.47	36.98	14.68	50.82	61.91	27.12	34.27	36.26	32.12	3.93	47.41	43.68	56.36
WBGene00223424	41.36	55	51.15	49.32	38.52	29.92	39.57	38.43	27.69	13.1	41.44	35.58	36.52	15.85	26.93	25.43	8.58	36.94	26.11	46.64
WBGene00223426	55.28	52.69	102.54	92.34	77.21	71.96	57.11	46.22	105.78	54.32	64.08	102.7	71.23	50.84	85.73	107.57	74.29	129.25	130.45	68.57
WBGene00223427	3.29	1.96	0	4.99	1.72	1.61	4.25	1.47	5.68	3.59	7.95	4.59	6.36	4.26	2.55	2.83	5.53	9.02	6.47	9.74
WBGene00223428	43.77	66.17	45.49	52	44.27	47.89	44.83	56.11	29.88	15.86	40.82	63.09	33.55	26.02	39.79	26.56	6.34	38.87	30.42	38.29
WBGene00223429	95.98	113.87	125.79	90.23	91.81	95.75	77.25	63.56	98.71	41.01	82.64	78.5	88.73	52.17	67.95	68.07	47.32	84.62	77.96	107.65
WBGene00223430	64.75	88.99	49.23	72.31	71.91	56.3	64.62	68.06	41.35	16.99	53.93	90.55	41.58	18.15	44	27.5	10.76	43.13	53.99	76.63
WBGene00223431	62.89	91.36	177.79	104.1	100.41	175.46	72.21	75.13	73.23	29.43	127.31	83.47	81.05	61.98	83.61	10.29	40.25	91.91	94.24	141.86
WBGene00223432	14.38	14.26	6.4	8.84	2.41	6.74	9.91	10.31	14.68	15.7	8.89	9.62	8.9	19.84	10.71	17.78	5.8	12.61	13.58	11.68
WBGene00223433	83.81	89.7	121.56	94.85	87.81	98.2	85.29	72.36	68.85	33.28	78.02	108.3	73.64	51.24	66.17	40.56	11.52	86.85	85.41	74.76
WBGene00223434	36.02	41.2	42.76	27.95	18.11	22.51	4.96	25.82	21.44	26.74	11.14	24.09	5.57	14.91	22.35	34.64	33.89	6.32	28.34	19.5
WBGene00223435	8.59	7.74	12.4	23.15	24.01	22.38	19.73	20.53	18.27	9.38	9.22	31.93	16.61	47.75	25.17	16.4	14.44	41.86	16.9	30.69
WBGene00223436	24.78	26.13	33.25	18.32	17.67	10.29	14.52	5.67	16.25	6.91	14.26	35.26	14.27	14.54	13.08	23.53	3.54	25.42	18.66	19.62
WBGene00223437	4.47	4.62	4.15	1.2	3.12	2.91	0	1.33	3.96	2.44	1.44	2.08	1.44	2.57	2.31	1.28	1.25	3.27	1.46	3.78
WBGene00223438	17.61	23.22	27.81	29.08	23.55	11.71	14.2	22.83	15.14	8.18	23.17	25.06	18.83	6.46	15.11	20.59	5.04	24.64	20.63	20.28
WBGene00223439	5.98	9.62	11.78	7.25	5.48	6.57	5.15	6.03	4.97	0.82	2.17	5.21	0.72	2.58	5.8	1.92	1.88	2.46	2.94	6.95
WBGene00223440	73.62	92.49	54.78	114.75	102.54	115.34	111.88	124.73	89.47	62.41	127.97	126.98	120.7	90.21	121.69	132.57	53.15	117.45	96.24	120.6
WBGene00223441	10.61	8.58	11.88	14.72	8.39	5.47	7.58	7.89	4.47	2.18	8.51	10.04	6.96	4.14	6.21	5.5	2.02	7.02	6.3	10.83
WBGene00223442	14.32	16.69	20.66	19.29	23.34	15.54	10.96	31.37	12.69	5.21	18.45	13.31	15.38	10.98	17.28	19.13	5.35	17.44	28.17	35
WBGene00223443	40.11	57.8	46.87	46.46	42.35	40.71	38.07	39.61	29.55	11.38	36.61	79.22	24.42	15.25	24.49	18.44	9.55	31.85	33.54	40.6
WBGene00223444	294.49	259.7	257.81	210.41	277.33	219.7	174.75	252.98	235.69	374.53	306.88	196.74	234.54	178.79	188.16	174.24	244.59	188.59	281.98	279.87
WBGene00223445	96.93	105.6	64.22	145.5	87.04	135.2	131.15	210.9	110.41	400.64	133.77	135.07	120.45	155.21	204.01	202.1	337.3	151.77	81.69	152.25
WBGene00223446	94.3	102.04	139.48	168.93	162.88	201.58	173.37	164.41	192.38	62.61	140.35	252.17	130.56	204.37	189.73	170.68	74.93	195.54	192.97	172.46
WBGene00223447	80.59	91.19	104.17	113.47	122.01	101.53	96.7	93.16	77.38	28.95	84.38	130.41	64.32	60.97	80.64	62.5	13.98	72.94	106.34	93.23
WBGene00223448	8.56	12.51	24.34	15.91	10.76	16.71	10.8	16.35	16.07	7.47	14.33	14.31	13.23	12.79	15.92	5.88	9.58	27.51	13.46	23.16
WBGene00223449	40.1	61.46	46.68	41.95	36.25	30.71	32.5	33.81	41.8	22.32	27.35	65.74	21.28	40.68	63.41	45.91	23.78	34.47	30.93	47.88
WBGene00223450	0	0	0	0	0	3.69	0	0	1	0	0	0	0	0	0	0	0	0	0	0
WBGene00223451	6.93	5.62	1.9	4.35	8.6	2	4.42	6.44	5.73	4.48	4.96	5.72	2.98	6.19	6.37	2.64	0.86	4.5	7.06	6.94
WBGene00223452	237.43	252.52	282.31	257.41	218.48	200.88	162.58	201.99	179.76	76.92	261.36	243.48	193.4	165.23	211.98	215.34	56.81	200.78	199.52	252.66
WBGene00223453	20.63	22.31	42.68	35.27	28.26	17.04	13.66	11.37	18.55	4.76	16.86	28.74	9.2	20.52	14.76	8.17	2.67	27.82	17.16	24.16
WBGene00223454	0	2.49	9.7	4.22	0	0	0	18.73	0	0	0	0	0	0	0	0	0	0	20.56	0
WBGene00223455	22.44	29.34	19.03	29.55	26.87	30.05	19.88	25.28	23.18	10.5	37.17	46.47	29.75	15.48	13.92	41.84	8.62	16.87	17.66	19.53
WBGene00223456	184.35	161.82	153.39	147.05	142.68	150.08	130.67	97.62	120.49	92.94	114.66	154.54	126	147.63	147.85	125.28	71.91	134.35	126.27	120.13
WBGene00223457	51.08	59.72	72.71	78.95	74.05	66.5	57.54	56.42	60.11	27.01	60.83	91.33	47.2	47.65	70.75	40.82	11.87	71.84	46.75	51.09
WBGene00223458	32.94	32.56	45.26	27.12	10.22	16.68	16.81	28.42	23.34	12.65	40.07	47.6	23.58	12.62	20.81	27.23	26.64	26.74	21.59	26.83
WBGene00223459	110.75	153.15	87.86	154.89	137.4	103.87	114.18	99.22	87.53	67.22	149.22	150.27	128.17	76.64	129.95	141.38	63.65	92.64	85.97	94.9
WBGene00223460	356.95	540.3	399.96	459.7	389.52	331.22	410.9	422.39	314.78	256.33	475.82	429.97	398.26	234.65	343.29	373.51	233.42	405.41	288.33	364.72
WBGene00223461	29.18	27.24	37.55	19.25	24.95	20.93	26.66	36.28	17.72	6.5	25.31	39.83	23.02	4.11	31.4	16.36	4	23.49	37.47	32.23
WBGene00223462	80.01	102.23	80.53	99.76	69.55	96.41	85.02	80.83	76.46	26.02	103.61	102	98.72	74.86	100.32	80.38	12.87	113.81	75.32	99.35
WBGene00223464	12.12	12.27	8.43	11.02	12.69	11.83	7.82	13.57	11.27	3.31	5.85	16.88	0	2.61	16.44	5.2	2.54	3.32	5.96	10.25
WBGene00223465	38.08	29.89	49.86	38.93	42.24	48.12	50.15	28.1	39.29	29.35	17.31	6.24	43.3	34.76	34.74	26.92	52.68	39.28	61.67	30.31
WBGene00223466	47.9	59.17	67.1	60.05	79.88	82.09	75.76	50.8	52.48	24.55	60.44	87.18	54.8	48.89	37.9	58.75	27.92	53.57	57.67	61.19
WBGene00223467	1132.84	1057.46	819.27	918.86	1062.26	1199.27	1156.59	1428.18	1493.27	1054.28	1317.82	852.13	1131.57	1991.85	1300.96	1265.41	1325.84	1529.51	1480.1	1361.54
